Time	Iso_tot	Iso_ice	Iso_do	Tsurf	Tdo	Ice_eas	Ice_nam	RSL
1236.3	0.1377	0.0566	0.0811	-1.7963	-0.3526	6.611	0.6777	8.37
1236.4	0.1377	0.0569	0.0808	-1.8012	-0.3515	6.614	0.6772	8.374
1236.5	0.1377	0.0571	0.0806	-1.7967	-0.3502	6.629	0.6878	8.403
1236.6	0.1373	0.0571	0.0802	-1.8143	-0.3485	6.654	0.695	8.439
1236.7	0.1371	0.0574	0.0797	-1.8144	-0.3465	6.653	0.6901	8.434
1236.8	0.1367	0.0575	0.0792	-1.8155	-0.3442	6.674	0.6927	8.461
1236.9	0.1363	0.0578	0.0785	-1.8161	-0.3413	6.69	0.6956	8.482
1237	0.1359	0.0581	0.0778	-1.8016	-0.3381	6.704	0.7017	8.506
1237.1	0.1353	0.0584	0.0769	-1.8045	-0.3342	6.741	0.7114	8.559
1237.2	0.1345	0.0587	0.0758	-1.7952	-0.3297	6.765	0.7094	8.584
1237.3	0.1336	0.0589	0.0747	-1.7961	-0.3246	6.784	0.7167	8.614
1237.4	0.1327	0.0593	0.0734	-1.7871	-0.319	6.803	0.7259	8.647
1237.5	0.1317	0.0597	0.072	-1.7774	-0.3129	6.833	0.7429	8.701
1237.6	0.1305	0.0601	0.0704	-1.7685	-0.3063	6.859	0.7507	8.739
1237.7	0.1292	0.0604	0.0688	-1.7644	-0.2993	6.894	0.7604	8.791
1237.8	0.1279	0.0608	0.0671	-1.7589	-0.2919	6.918	0.7677	8.827
1237.9	0.1265	0.0611	0.0654	-1.7553	-0.2842	6.951	0.7713	8.869
1238	0.1253	0.0617	0.0636	-1.7336	-0.2763	6.984	0.781	8.919
1238.1	0.1242	0.0625	0.0617	-1.7137	-0.2683	7.042	0.7991	9.006
1238.2	0.1228	0.063	0.0598	-1.7108	-0.2599	7.106	0.8139	9.097
1238.3	0.1215	0.0637	0.0578	-1.7184	-0.2515	7.153	0.8321	9.171
1238.4	0.1203	0.0644	0.0559	-1.7227	-0.243	7.215	0.8434	9.256
1238.5	0.119	0.065	0.054	-1.7302	-0.2347	7.273	0.8632	9.345
1238.6	0.1179	0.0658	0.0521	-1.7418	-0.2267	7.333	0.8762	9.429
1238.7	0.117	0.0666	0.0504	-1.75	-0.2191	7.389	0.8969	9.518
1238.8	0.116	0.0672	0.0488	-1.7677	-0.212	7.461	0.9155	9.622
1238.9	0.1154	0.0681	0.0473	-1.7693	-0.2058	7.531	0.9244	9.712
1239	0.1152	0.0691	0.0461	-1.7504	-0.2004	7.589	0.9567	9.816
1239.1	0.1151	0.0701	0.045	-1.7435	-0.1958	7.692	0.9741	9.955
1239.2	0.1155	0.0713	0.0442	-1.7022	-0.1922	7.791	0.9935	10.091
1239.3	0.1162	0.0726	0.0436	-1.6644	-0.1897	7.924	1.015	10.269
1239.4	0.1171	0.0739	0.0432	-1.6393	-0.1878	8.035	1.0599	10.448
1239.5	0.1183	0.0754	0.0429	-1.6065	-0.1866	8.157	1.0909	10.624
1239.6	0.1199	0.077	0.0429	-1.5609	-0.1864	8.295	1.1311	10.829
1239.7	0.1221	0.079	0.0431	-1.5109	-0.1873	8.45	1.1772	11.06
1239.8	0.1246	0.0811	0.0435	-1.4654	-0.1892	8.612	1.2559	11.337
1239.9	0.1279	0.0836	0.0443	-1.3903	-0.1927	8.775	1.337	11.617
1240	0.1317	0.0863	0.0454	-1.3124	-0.1976	8.969	1.449	11.969
1240.1	0.1362	0.0893	0.0469	-1.2292	-0.204	9.201	1.5569	12.36
1240.2	0.1416	0.0928	0.0488	-1.1136	-0.2124	9.437	1.676	12.768
1240.3	0.1473	0.0962	0.0511	-1.0346	-0.2223	9.692	1.8517	13.264
1240.4	0.1536	0.0998	0.0538	-0.9488	-0.2341	9.952	1.995	13.728
1240.5	0.1606	0.1037	0.0569	-0.8615	-0.2476	10.237	2.1508	14.234
1240.6	0.1682	0.1078	0.0604	-0.7746	-0.2626	10.54	2.3143	14.771
1240.7	0.1761	0.1119	0.0642	-0.715	-0.2792	10.842	2.5161	15.351
1240.8	0.1847	0.1163	0.0684	-0.6544	-0.2973	11.151	2.6952	15.911
1240.9	0.194	0.1211	0.0729	-0.5922	-0.3169	11.487	2.8923	16.525
1241	0.2037	0.126	0.0777	-0.5537	-0.3379	11.851	3.0982	17.18
1241.1	0.2141	0.1312	0.0829	-0.5072	-0.3606	12.212	3.3133	17.843
1241.2	0.2254	0.1369	0.0885	-0.4537	-0.3847	12.61	3.5361	18.557
1241.3	0.2365	0.1423	0.0942	-0.4514	-0.4097	13.033	3.7941	19.34
1241.4	0.2483	0.1481	0.1002	-0.4542	-0.4356	13.426	4.0284	20.061
1241.5	0.2603	0.154	0.1063	-0.4896	-0.4622	13.83	4.308	20.848
1241.6	0.2726	0.16	0.1126	-0.5341	-0.4896	14.239	4.5706	21.62
1241.7	0.2851	0.1661	0.119	-0.6166	-0.5173	14.638	4.8603	22.412
1241.8	0.2978	0.1723	0.1255	-0.7048	-0.5455	15.049	5.1415	23.207
1241.9	0.3106	0.1786	0.132	-0.8289	-0.5739	15.437	5.461	24.022
1242	0.3238	0.1852	0.1386	-0.9492	-0.6027	15.843	5.7637	24.837
1242.1	0.3376	0.1922	0.1454	-1.045	-0.6321	16.24	6.0992	25.679
1242.2	0.3512	0.199	0.1522	-1.173	-0.6618	16.681	6.4594	26.6
1242.3	0.3653	0.2061	0.1592	-1.2825	-0.6921	17.095	6.8115	27.481
1242.4	0.38	0.2137	0.1663	-1.3621	-0.723	17.5	7.2252	28.423
1242.5	0.3952	0.2217	0.1735	-1.4264	-0.7545	17.917	7.6555	29.396
1242.6	0.4102	0.2294	0.1808	-1.5287	-0.7863	18.343	8.1298	30.432
1242.7	0.4252	0.237	0.1882	-1.637	-0.8181	18.74	8.5849	31.412
1242.8	0.4403	0.2448	0.1955	-1.7611	-0.85	19.154	9.034	32.405
1242.9	0.4553	0.2525	0.2028	-1.9067	-0.8817	19.56	9.5027	33.411
1243	0.4706	0.2605	0.2101	-2.0443	-0.9136	19.925	9.9916	34.393
1243.1	0.4858	0.2684	0.2174	-2.1993	-0.9454	20.336	10.48	35.426
1243.2	0.501	0.2763	0.2247	-2.368	-0.9769	20.701	11.001	36.446
1243.3	0.5165	0.2846	0.2319	-2.525	-1.0082	21.096	11.503	37.477
1243.4	0.5317	0.2927	0.239	-2.7138	-1.039	21.5	12.032	38.551
1243.5	0.5472	0.3012	0.246	-2.8836	-1.0695	21.894	12.543	39.591
1243.6	0.5631	0.3102	0.2529	-3.0289	-1.0995	22.311	13.089	40.699
1243.7	0.5787	0.3191	0.2596	-3.2071	-1.1289	22.773	13.655	41.881
1243.8	0.5945	0.3283	0.2662	-3.3639	-1.1573	23.24	14.186	43.029
1243.9	0.6102	0.3377	0.2725	-3.5281	-1.1848	23.759	14.736	44.258
1244	0.6257	0.347	0.2787	-3.7117	-1.2117	24.304	15.265	45.493
1244.1	0.641	0.3563	0.2847	-3.9093	-1.2379	24.852	15.777	46.712
1244.2	0.6565	0.3658	0.2907	-4.0774	-1.2639	25.391	16.303	47.936
1244.3	0.6725	0.3759	0.2966	-4.1965	-1.2898	25.958	16.826	49.191
1244.4	0.688	0.3855	0.3025	-4.339	-1.3153	26.532	17.406	50.518
1244.5	0.7033	0.395	0.3083	-4.4857	-1.3403	27.058	17.974	51.775
1244.6	0.7184	0.4045	0.3139	-4.6303	-1.365	27.594	18.526	53.027
1244.7	0.7332	0.4137	0.3195	-4.7813	-1.389	28.106	19.076	54.247
1244.8	0.7477	0.4229	0.3248	-4.9326	-1.4122	28.563	19.659	55.444
1244.9	0.7618	0.4318	0.33	-5.0849	-1.4347	29.006	20.236	56.617
1245	0.7753	0.4402	0.3351	-5.2719	-1.4569	29.416	20.817	57.757
1245.1	0.7886	0.4485	0.3401	-5.4511	-1.4788	29.79	21.372	58.825
1245.2	0.8016	0.4565	0.3451	-5.6318	-1.5005	30.131	21.937	59.866
1245.3	0.8142	0.4642	0.35	-5.8229	-1.5218	30.446	22.5	60.876
1245.4	0.8268	0.4719	0.3549	-6.0006	-1.543	30.738	23.051	61.846
1245.5	0.8395	0.4798	0.3597	-6.1533	-1.564	31.043	23.607	62.836
1245.6	0.8522	0.4877	0.3645	-6.2921	-1.5849	31.353	24.157	63.824
1245.7	0.8647	0.4953	0.3694	-6.4177	-1.6059	31.654	24.716	64.815
1245.8	0.8774	0.5032	0.3742	-6.5347	-1.6268	31.971	25.253	65.796
1245.9	0.8895	0.5107	0.3788	-6.6719	-1.6472	32.277	25.802	66.779
1246	0.901	0.5175	0.3835	-6.8239	-1.6675	32.551	26.343	67.717
1246.1	0.9123	0.5241	0.3882	-6.9696	-1.6878	32.768	26.865	68.566
1246.2	0.9235	0.5307	0.3928	-7.1008	-1.7079	32.971	27.395	69.409
1246.3	0.9345	0.5371	0.3974	-7.2161	-1.728	33.151	27.93	70.232
1246.4	0.9452	0.5432	0.402	-7.336	-1.7479	33.293	28.487	71.035
1246.5	0.9555	0.549	0.4065	-7.4516	-1.7674	33.415	29.025	71.795
1246.6	0.9658	0.5548	0.411	-7.5329	-1.7869	33.514	29.549	72.512
1246.7	0.976	0.5606	0.4154	-7.6122	-1.806	33.623	30.08	73.246
1246.8	0.9865	0.5667	0.4198	-7.6336	-1.825	33.717	30.611	73.967
1246.9	0.9968	0.5728	0.424	-7.6399	-1.8434	33.855	31.145	74.738
1247	1.0056	0.5776	0.428	-7.7463	-1.8611	33.971	31.676	75.483
1247.1	1.0139	0.582	0.4319	-7.8533	-1.8777	34.047	32.082	76.036
1247.2	1.0219	0.5864	0.4355	-7.9659	-1.8934	34.1	32.481	76.557
1247.3	1.0294	0.5906	0.4388	-8.0826	-1.908	34.152	32.874	77.068
1247.4	1.0371	0.5951	0.442	-8.1609	-1.9217	34.199	33.241	77.544
1247.5	1.0442	0.5993	0.4449	-8.2494	-1.9343	34.264	33.64	78.079
1247.6	1.0511	0.6035	0.4476	-8.3256	-1.946	34.316	34.022	78.577
1247.7	1.0579	0.6078	0.4501	-8.3789	-1.957	34.349	34.425	79.079
1247.8	1.0644	0.612	0.4524	-8.4239	-1.9671	34.397	34.808	79.574
1247.9	1.0706	0.6161	0.4545	-8.4576	-1.9763	34.447	35.186	80.067
1248	1.075	0.6186	0.4564	-8.6037	-1.9845	34.492	35.535	80.519
1248.1	1.0791	0.621	0.4581	-8.7254	-1.9918	34.469	35.765	80.758
1248.2	1.0823	0.6228	0.4595	-8.8848	-1.9979	34.433	35.996	80.982
1248.3	1.0852	0.6245	0.4607	-9.0253	-2.0032	34.373	36.185	81.13
1248.4	1.0874	0.6257	0.4617	-9.1788	-2.0074	34.301	36.378	81.27
1248.5	1.0895	0.627	0.4625	-9.3058	-2.0109	34.217	36.543	81.362
1248.6	1.091	0.6279	0.4631	-9.4291	-2.0135	34.13	36.702	81.445
1248.7	1.0921	0.6286	0.4635	-9.56	-2.0154	34.034	36.846	81.501
1248.8	1.0927	0.6289	0.4638	-9.6734	-2.0166	33.931	36.974	81.53
1248.9	1.0936	0.6296	0.464	-9.7266	-2.0173	33.818	37.091	81.535
1249	1.0929	0.6289	0.464	-9.8804	-2.0172	33.73	37.213	81.573
1249.1	1.0919	0.6281	0.4638	-10.007	-2.0166	33.577	37.234	81.422
1249.2	1.0907	0.6271	0.4636	-10.118	-2.0156	33.428	37.246	81.264
1249.3	1.0889	0.6257	0.4632	-10.237	-2.014	33.289	37.248	81.107
1249.4	1.0872	0.6244	0.4628	-10.31	-2.012	33.121	37.242	80.906
1249.5	1.0851	0.6229	0.4622	-10.387	-2.0095	32.966	37.24	80.726
1249.6	1.0827	0.6212	0.4615	-10.455	-2.0066	32.814	37.198	80.503
1249.7	1.0803	0.6194	0.4609	-10.48	-2.0038	32.664	37.153	80.278
1249.8	1.0779	0.6177	0.4602	-10.482	-2.0008	32.522	37.129	80.087
1249.9	1.0763	0.6167	0.4596	-10.403	-1.9982	32.396	37.085	79.892
1250	1.0735	0.6145	0.459	-10.389	-1.9958	32.29	37.085	79.77
1250.1	1.071	0.6125	0.4585	-10.355	-1.9936	32.148	37.002	79.511
1250.2	1.0685	0.6104	0.4581	-10.316	-1.9918	32.027	36.919	79.276
1250.3	1.0663	0.6085	0.4578	-10.269	-1.9904	31.916	36.817	79.032
1250.4	1.0643	0.6067	0.4576	-10.215	-1.9896	31.812	36.733	78.815
1250.5	1.0627	0.6051	0.4576	-10.144	-1.9894	31.712	36.644	78.598
1250.6	1.061	0.6033	0.4577	-10.085	-1.9899	31.615	36.574	78.406
1250.7	1.0596	0.6017	0.4579	-10.025	-1.9909	31.508	36.498	78.196
1250.8	1.0584	0.6001	0.4583	-9.9448	-1.9926	31.417	36.417	77.997
1250.9	1.058	0.5991	0.4589	-9.8281	-1.9952	31.324	36.354	77.818
1251	1.0563	0.5968	0.4595	-9.8305	-1.998	31.268	36.295	77.686
1251.1	1.0547	0.5945	0.4602	-9.8209	-2.0011	31.154	36.135	77.371
1251.2	1.0534	0.5924	0.461	-9.8102	-2.0045	31.047	35.973	77.062
1251.3	1.052	0.5901	0.4619	-9.8125	-2.0081	30.933	35.839	76.776
1251.4	1.0506	0.5879	0.4627	-9.8182	-2.0119	30.819	35.682	76.465
1251.5	1.0496	0.5859	0.4637	-9.8169	-2.0161	30.711	35.529	76.164
1251.6	1.0484	0.5837	0.4647	-9.8264	-2.0205	30.606	35.398	75.893
1251.7	1.0473	0.5815	0.4658	-9.8425	-2.0253	30.507	35.246	75.605
1251.8	1.0463	0.5793	0.467	-9.8588	-2.0304	30.405	35.09	75.307
1251.9	1.0457	0.5774	0.4683	-9.8294	-2.0361	30.3	34.93	75.003
1252	1.0444	0.5747	0.4697	-9.8643	-2.042	30.211	34.77	74.717
1252.1	1.0426	0.5716	0.471	-9.922	-2.0478	30.094	34.559	74.34
1252.2	1.041	0.5686	0.4724	-9.9589	-2.0537	29.965	34.314	73.91
1252.3	1.0394	0.5657	0.4737	-9.9954	-2.0597	29.843	34.088	73.509
1252.4	1.0379	0.5628	0.4751	-10.018	-2.0657	29.721	33.868	73.115
1252.5	1.0365	0.5599	0.4766	-10.01	-2.0721	29.601	33.65	72.728
1252.6	1.0348	0.5567	0.4781	-10.025	-2.0786	29.478	33.455	72.361
1252.7	1.033	0.5534	0.4796	-10.053	-2.0851	29.336	33.233	71.942
1252.8	1.0314	0.5503	0.4811	-10.041	-2.0917	29.211	32.98	71.509
1252.9	1.0301	0.5474	0.4827	-10.01	-2.0986	29.094	32.745	71.103
1253	1.0282	0.544	0.4842	-10.02	-2.1052	28.978	32.529	70.722
1253.1	1.0261	0.5405	0.4856	-10.033	-2.1115	28.84	32.277	70.273
1253.2	1.0239	0.5368	0.4871	-10.046	-2.1176	28.684	32.027	69.807
1253.3	1.0216	0.5332	0.4884	-10.063	-2.1236	28.535	31.757	69.325
1253.4	1.019	0.5293	0.4897	-10.089	-2.1292	28.403	31.473	68.846
1253.5	1.0162	0.5252	0.491	-10.121	-2.1346	28.259	31.171	68.333
1253.6	1.0134	0.5213	0.4921	-10.148	-2.1397	28.111	30.858	67.803
1253.7	1.0104	0.5171	0.4933	-10.177	-2.1446	27.956	30.563	67.285
1253.8	1.0072	0.5128	0.4944	-10.204	-2.1494	27.794	30.244	66.732
1253.9	1.0041	0.5087	0.4954	-10.215	-2.1539	27.631	29.914	66.166
1254	1.0003	0.504	0.4963	-10.257	-2.1577	27.475	29.59	65.614
1254.1	0.9966	0.4996	0.497	-10.279	-2.1607	27.301	29.225	64.994
1254.2	0.9923	0.4949	0.4974	-10.322	-2.1627	27.125	28.881	64.396
1254.3	0.988	0.4904	0.4976	-10.349	-2.1636	26.948	28.529	63.787
1254.4	0.9832	0.4856	0.4976	-10.391	-2.1634	26.778	28.166	63.174
1254.5	0.978	0.4807	0.4973	-10.442	-2.1621	26.603	27.799	62.551
1254.6	0.9723	0.4756	0.4967	-10.5	-2.1594	26.425	27.423	61.914
1254.7	0.9661	0.4703	0.4958	-10.563	-2.1555	26.229	27.049	61.258
1254.8	0.9598	0.4652	0.4946	-10.623	-2.1503	26.036	26.656	60.584
1254.9	0.9531	0.46	0.4931	-10.681	-2.1438	25.851	26.266	59.923
1255	0.9459	0.4547	0.4912	-10.742	-2.1356	25.662	25.871	59.252
1255.1	0.9383	0.4494	0.4889	-10.802	-2.1258	25.471	25.473	58.574
1255.2	0.9304	0.4441	0.4863	-10.839	-2.1145	25.27	25.08	57.892
1255.3	0.9222	0.4389	0.4833	-10.89	-2.1015	25.084	24.701	57.242
1255.4	0.9136	0.4336	0.48	-10.921	-2.0872	24.9	24.307	56.577
1255.5	0.9044	0.428	0.4764	-10.967	-2.0714	24.717	23.921	55.922
1255.6	0.895	0.4225	0.4725	-11.004	-2.0542	24.522	23.526	55.244
1255.7	0.8855	0.4172	0.4683	-11.024	-2.0359	24.327	23.136	54.571
1255.8	0.8757	0.4119	0.4638	-11.034	-2.0167	24.138	22.765	53.927
1255.9	0.8658	0.4065	0.4593	-11.043	-1.9967	23.95	22.398	53.289
1256	0.8562	0.4017	0.4545	-11.007	-1.9761	23.765	22.021	52.642
1256.1	0.8463	0.3967	0.4496	-10.984	-1.9548	23.595	21.697	52.074
1256.2	0.8363	0.3918	0.4445	-10.966	-1.9328	23.42	21.365	51.492
1256.3	0.8261	0.3868	0.4393	-10.954	-1.91	23.242	21.036	50.909
1256.4	0.816	0.382	0.434	-10.934	-1.8869	23.067	20.701	50.322
1256.5	0.8057	0.3771	0.4286	-10.927	-1.8635	22.896	20.384	49.761
1256.6	0.7956	0.3725	0.4231	-10.92	-1.8397	22.714	20.059	49.177
1256.7	0.7853	0.3676	0.4177	-10.914	-1.816	22.538	19.75	48.62
1256.8	0.7751	0.3628	0.4123	-10.911	-1.7924	22.352	19.438	48.048
1256.9	0.765	0.3581	0.4069	-10.901	-1.7692	22.169	19.132	47.484
1257	0.7561	0.3544	0.4017	-10.816	-1.7466	21.982	18.821	46.912
1257.1	0.7473	0.3506	0.3967	-10.732	-1.7248	21.844	18.586	46.483
1257.2	0.739	0.3471	0.3919	-10.62	-1.7038	21.711	18.354	46.063
1257.3	0.7311	0.3438	0.3873	-10.495	-1.6839	21.575	18.147	45.669
1257.4	0.7236	0.3407	0.3829	-10.359	-1.665	21.447	17.95	45.295
1257.5	0.7162	0.3374	0.3788	-10.24	-1.6471	21.321	17.768	44.941
1257.6	0.7093	0.3343	0.375	-10.102	-1.6303	21.194	17.578	44.577
1257.7	0.7026	0.3312	0.3714	-9.9804	-1.6146	21.079	17.396	44.234
1257.8	0.6966	0.3285	0.3681	-9.8316	-1.6002	20.95	17.226	43.891
1257.9	0.6907	0.3256	0.3651	-9.7105	-1.5872	20.84	17.074	43.59
1258	0.6861	0.3236	0.3625	-9.5197	-1.5759	20.712	16.914	43.258
1258.1	0.682	0.3217	0.3603	-9.3253	-1.5663	20.624	16.815	43.043
1258.2	0.6784	0.3199	0.3585	-9.1383	-1.5585	20.543	16.724	42.846
1258.3	0.6755	0.3184	0.3571	-8.9481	-1.5527	20.463	16.644	42.662
1258.4	0.673	0.3168	0.3562	-8.7703	-1.5488	20.392	16.576	42.501
1258.5	0.6711	0.3153	0.3558	-8.5995	-1.5469	20.315	16.506	42.332
1258.6	0.6699	0.3141	0.3558	-8.4216	-1.547	20.233	16.451	42.175
1258.7	0.6689	0.3126	0.3563	-8.2828	-1.549	20.171	16.395	42.039
1258.8	0.6686	0.3114	0.3572	-8.1495	-1.553	20.086	16.337	41.875
1258.9	0.6684	0.3099	0.3585	-8.0539	-1.5589	20.023	16.268	41.723
1259	0.6696	0.3092	0.3604	-7.9127	-1.5669	19.943	16.182	41.533
1259.1	0.6713	0.3086	0.3627	-7.7866	-1.5768	19.916	16.152	41.467
1259.2	0.6736	0.3082	0.3654	-7.6646	-1.5886	19.883	16.122	41.394
1259.3	0.6765	0.308	0.3685	-7.5422	-1.6024	19.851	16.109	41.342
1259.4	0.6798	0.3077	0.3721	-7.4641	-1.6178	19.835	16.098	41.312
1259.5	0.6832	0.3072	0.376	-7.4076	-1.6348	19.803	16.084	41.259
1259.6	0.6872	0.307	0.3802	-7.3598	-1.6531	19.765	16.059	41.187
1259.7	0.6911	0.3064	0.3847	-7.3632	-1.6724	19.743	16.034	41.132
1259.8	0.6955	0.3062	0.3893	-7.365	-1.6927	19.699	15.997	41.039
1259.9	0.6995	0.3054	0.3941	-7.4211	-1.7134	19.673	15.955	40.961
1260	0.7045	0.3055	0.399	-7.4255	-1.735	19.624	15.896	40.837
1260.1	0.7094	0.3053	0.4041	-7.454	-1.7569	19.608	15.886	40.807
1260.2	0.7144	0.3052	0.4092	-7.481	-1.7793	19.595	15.852	40.753
1260.3	0.7194	0.305	0.4144	-7.5025	-1.8019	19.569	15.826	40.692
1260.4	0.7247	0.305	0.4197	-7.5247	-1.8247	19.545	15.8	40.636
1260.5	0.7297	0.3048	0.4249	-7.5558	-1.8475	19.534	15.779	40.598
1260.6	0.7348	0.3046	0.4302	-7.5809	-1.8703	19.507	15.743	40.526
1260.7	0.7398	0.3045	0.4353	-7.6265	-1.8926	19.486	15.72	40.475
1260.8	0.7446	0.3043	0.4403	-7.6795	-1.9144	19.454	15.693	40.407
1260.9	0.7489	0.3038	0.4451	-7.7604	-1.9352	19.428	15.646	40.324
1261	0.7535	0.3038	0.4497	-7.8236	-1.9553	19.401	15.572	40.207
1261.1	0.7579	0.3038	0.4541	-7.8844	-1.9744	19.381	15.543	40.151
1261.2	0.762	0.3038	0.4582	-7.971	-1.9924	19.368	15.516	40.105
1261.3	0.7657	0.3036	0.4621	-8.0715	-2.0091	19.352	15.478	40.043
1261.4	0.7691	0.3035	0.4656	-8.1845	-2.0245	19.332	15.431	39.966
1261.5	0.7722	0.3033	0.4689	-8.3074	-2.0385	19.308	15.39	39.891
1261.6	0.7749	0.3031	0.4718	-8.4413	-2.0511	19.284	15.343	39.81
1261.7	0.7772	0.3029	0.4743	-8.5878	-2.0622	19.256	15.296	39.724
1261.8	0.779	0.3025	0.4765	-8.7514	-2.0717	19.251	15.232	39.643
1261.9	0.7802	0.3019	0.4783	-8.9364	-2.0794	19.216	15.162	39.523
1262	0.7813	0.3016	0.4797	-9.1056	-2.0855	19.185	15.087	39.402
1262.1	0.7821	0.3014	0.4807	-9.274	-2.0899	19.169	15.03	39.317
1262.2	0.7825	0.3012	0.4813	-9.432	-2.0928	19.157	14.968	39.232
1262.3	0.7822	0.3006	0.4816	-9.6139	-2.0941	19.14	14.911	39.148
1262.4	0.7816	0.3	0.4816	-9.783	-2.0938	19.107	14.845	39.033
1262.5	0.7806	0.2995	0.4811	-9.952	-2.0918	19.089	14.776	38.934
1262.6	0.7792	0.2989	0.4803	-10.107	-2.0884	19.065	14.706	38.824
1262.7	0.7774	0.2981	0.4793	-10.257	-2.0837	19.036	14.637	38.712
1262.8	0.7751	0.2973	0.4778	-10.404	-2.0775	19.007	14.571	38.603
1262.9	0.7725	0.2964	0.4761	-10.537	-2.0699	18.97	14.498	38.477
1263	0.7695	0.2954	0.4741	-10.654	-2.0612	18.933	14.425	38.351
1263.1	0.7665	0.2946	0.4719	-10.748	-2.0516	18.898	14.353	38.227
1263.2	0.7629	0.2935	0.4694	-10.836	-2.041	18.871	14.283	38.116
1263.3	0.7593	0.2925	0.4668	-10.895	-2.0297	18.826	14.217	37.987
1263.4	0.7554	0.2913	0.4641	-10.943	-2.0179	18.79	14.149	37.868
1263.5	0.7513	0.29	0.4613	-10.981	-2.0055	18.734	14.079	37.724
1263.6	0.747	0.2887	0.4583	-10.993	-1.9927	18.683	14.009	37.584
1263.7	0.7429	0.2875	0.4554	-10.98	-1.9798	18.629	13.934	37.436
1263.8	0.7388	0.2864	0.4524	-10.94	-1.9671	18.596	13.863	37.316
1263.9	0.7347	0.2852	0.4495	-10.891	-1.9544	18.548	13.803	37.193
1264	0.7306	0.284	0.4466	-10.831	-1.9419	18.51	13.738	37.074
1264.1	0.7268	0.2829	0.4439	-10.743	-1.9299	18.461	13.688	36.96
1264.2	0.723	0.2818	0.4412	-10.672	-1.9183	18.429	13.636	36.863
1264.3	0.7194	0.2807	0.4387	-10.584	-1.9073	18.398	13.576	36.759
1264.4	0.7161	0.2798	0.4363	-10.497	-1.8967	18.365	13.522	36.658
1264.5	0.7129	0.2789	0.434	-10.411	-1.8868	18.339	13.473	36.573
1264.6	0.7098	0.278	0.4318	-10.326	-1.8774	18.313	13.425	36.487
1264.7	0.707	0.2772	0.4298	-10.247	-1.8686	18.292	13.384	36.416
1264.8	0.7041	0.2762	0.4279	-10.177	-1.8603	18.272	13.335	36.337
1264.9	0.7018	0.2757	0.4261	-10.088	-1.8526	18.241	13.289	36.248
1265	0.6994	0.2749	0.4245	-10.021	-1.8455	18.231	13.251	36.193
1265.1	0.6974	0.2744	0.423	-9.9383	-1.8392	18.213	13.215	36.132
1265.2	0.6954	0.2737	0.4217	-9.8714	-1.8334	18.204	13.179	36.079
1265.3	0.6935	0.273	0.4205	-9.8088	-1.8283	18.194	13.144	36.026
1265.4	0.692	0.2725	0.4195	-9.7305	-1.8239	18.173	13.108	35.962
1265.5	0.6906	0.272	0.4186	-9.6627	-1.82	18.167	13.076	35.918
1265.6	0.6892	0.2714	0.4178	-9.5994	-1.8167	18.156	13.042	35.866
1265.7	0.6879	0.2707	0.4172	-9.5445	-1.8137	18.143	13.009	35.814
1265.8	0.687	0.2704	0.4166	-9.4711	-1.8113	18.119	12.982	35.755
1265.9	0.6862	0.2701	0.4161	-9.4029	-1.8092	18.118	12.96	35.728
1266	0.6853	0.2696	0.4157	-9.3518	-1.8073	18.112	12.941	35.7
1266.1	0.6843	0.269	0.4153	-9.302	-1.8056	18.107	12.908	35.656
1266.2	0.6835	0.2686	0.4149	-9.2499	-1.804	18.089	12.875	35.597
1266.3	0.6827	0.2681	0.4146	-9.2015	-1.8025	18.073	12.855	35.556
1266.4	0.6819	0.2677	0.4142	-9.1643	-1.8008	18.063	12.823	35.507
1266.5	0.6812	0.2674	0.4138	-9.1186	-1.7992	18.054	12.795	35.465
1266.6	0.6803	0.2669	0.4134	-9.0839	-1.7975	18.039	12.779	35.429
1266.7	0.6795	0.2665	0.413	-9.0472	-1.7956	18.019	12.753	35.377
1266.8	0.6785	0.266	0.4125	-9.024	-1.7935	18.011	12.729	35.339
1266.9	0.6777	0.2658	0.4119	-8.9873	-1.791	17.989	12.704	35.286
1267	0.6767	0.2654	0.4113	-8.9583	-1.7883	17.981	12.686	35.256
1267.1	0.6755	0.2649	0.4106	-8.9484	-1.7853	17.972	12.66	35.215
1267.2	0.6744	0.2646	0.4098	-8.9299	-1.7819	17.95	12.629	35.154
1267.3	0.673	0.264	0.409	-8.9297	-1.7781	17.937	12.604	35.11
1267.4	0.6717	0.2637	0.408	-8.9163	-1.774	17.918	12.574	35.054
1267.5	0.6701	0.2631	0.407	-8.9204	-1.7694	17.906	12.543	35.005
1267.6	0.6686	0.2628	0.4058	-8.916	-1.7645	17.881	12.511	34.939
1267.7	0.6668	0.2622	0.4046	-8.92	-1.759	17.864	12.489	34.894
1267.8	0.665	0.2618	0.4032	-8.9375	-1.7532	17.842	12.455	34.831
1267.9	0.6632	0.2614	0.4018	-8.9373	-1.747	17.813	12.432	34.77
1268	0.661	0.2607	0.4003	-8.9586	-1.7404	17.795	12.411	34.725
1268.1	0.6587	0.26	0.3987	-8.9842	-1.7334	17.763	12.366	34.637
1268.2	0.6564	0.2594	0.397	-9.0087	-1.7262	17.735	12.327	34.56
1268.3	0.6538	0.2585	0.3953	-9.0413	-1.7187	17.701	12.284	34.472
1268.4	0.6513	0.2578	0.3935	-9.062	-1.7109	17.664	12.237	34.374
1268.5	0.6486	0.2569	0.3917	-9.09	-1.703	17.627	12.191	34.28
