Event	DateTime	Latitude	Longitude	Sample label	Depthsed	Depthcomp	Depthcompr	Depthcorrcr	HybridAge	AgeLisiec	AgeAhn	AgeKonijn	d18O	d13C
339-U1385B		37.5715	-10.1259	339-U1385B-14H-5,90-91	127.010	139.620	139.750	139.750	1236.90	1229.40	1230.10	1240.00	0.42	-0.62
339-U1385B		37.5715	-10.1259	339-U1385B-14H-5,92-93	127.030	139.640	139.770	139.770	1237.00	1229.60	1230.40	1240.20	0.47	-0.59
339-U1385B		37.5715	-10.1259	339-U1385B-14H-5,94-95	127.050	139.660	139.790	139.790	1237.10	1229.80	1230.60	1240.30	0.40	-0.69
339-U1385B		37.5715	-10.1259	339-U1385B-14H-5,96-97	127.070	139.680	139.810	139.810	1237.20	1230.00	1230.80	1240.40	0.51	-0.70
339-U1385B		37.5715	-10.1259	339-U1385B-14H-5,98-99	127.090	139.700	139.830	139.830	1237.30	1230.30	1231.10	1240.50	0.28	-0.87
339-U1385B		37.5715	-10.1259	339-U1385B-14H-5,100-101	127.110	139.720	139.850	139.850	1237.40	1230.50	1231.30	1240.70	0.56	-0.62
339-U1385D		37.5713	-10.1259	339-U1385D-15H-1,76-77	128.170	139.760	139.830	139.860	1237.50	1230.60	1231.40	1240.70	0.51	-0.63
339-U1385D		37.5713	-10.1259	339-U1385D-15H-1,78-79	128.190	139.780	139.850	139.880	1237.60	1230.80	1231.60	1240.90	0.48	-0.62
339-U1385D		37.5713	-10.1259	339-U1385D-15H-1,80-81	128.210	139.800	139.870	139.900	1237.70	1231.00	1231.90	1241.00	0.61	-0.47
339-U1385D		37.5713	-10.1259	339-U1385D-15H-1,82-83	128.230	139.820	139.890	139.910	1237.70	1231.10	1232.00	1241.10	0.49	-0.69
339-U1385D		37.5713	-10.1259	339-U1385D-15H-1,84-85	128.250	139.840	139.910	139.930	1237.80	1231.40	1232.20	1241.20	0.53	-0.69
339-U1385D		37.5713	-10.1259	339-U1385D-15H-1,86-87	128.270	139.860	139.930	139.950	1238.00	1231.60	1232.50	1241.30	0.49	-0.57
339-U1385D		37.5713	-10.1259	339-U1385D-15H-1,88-89	128.290	139.880	139.950	139.970	1238.10	1231.80	1232.70	1241.40	0.51	-0.76
339-U1385D		37.5713	-10.1259	339-U1385D-15H-1,90-91	128.310	139.900	139.970	139.990	1238.20	1232.00	1232.90	1241.60	0.54	-0.65
339-U1385D		37.5713	-10.1259	339-U1385D-15H-1,92-93	128.330	139.920	139.990	140.010	1238.30	1232.20	1233.20	1241.70	0.40	-0.46
339-U1385D		37.5713	-10.1259	339-U1385D-15H-1,94-95	128.350	139.940	140.010	140.030	1238.40	1232.50	1233.40	1241.80	0.56	-0.88
339-U1385D		37.5713	-10.1259	339-U1385D-15H-1,96-97	128.370	139.960	140.030	140.050	1238.50	1232.70	1233.60	1241.90	0.39	-0.91
339-U1385D		37.5713	-10.1259	339-U1385D-15H-1,98-99	128.390	139.980	140.050	140.070	1238.60	1232.90	1233.90	1242.10	0.55	-0.84
339-U1385D		37.5713	-10.1259	339-U1385D-15H-1,100-101	128.410	140.000	140.070	140.090	1238.70	1233.10	1234.10	1242.20	0.36	-0.78
339-U1385D		37.5713	-10.1259	339-U1385D-15H-1,102-103	128.430	140.020	140.090	140.110	1238.80	1233.30	1234.30	1242.30	0.49	-1.00
339-U1385D		37.5713	-10.1259	339-U1385D-15H-1,104-105	128.450	140.040	140.110	140.130	1238.90	1233.60	1234.60	1242.40	0.64	-0.58
339-U1385D		37.5713	-10.1259	339-U1385D-15H-1,106-107	128.470	140.060	140.130	140.150	1239.00	1233.80	1234.80	1242.60	0.62	-0.58
339-U1385D		37.5713	-10.1259	339-U1385D-15H-1,108-109	128.490	140.080	140.150	140.170	1239.10	1234.00	1235.00	1242.70	0.59	-0.77
339-U1385D		37.5713	-10.1259	339-U1385D-15H-1,110-111	128.510	140.100	140.170	140.190	1239.20	1234.20	1235.30	1242.80	0.50	-0.60
339-U1385D		37.5713	-10.1259	339-U1385D-15H-1,112-113	128.530	140.120	140.190	140.210	1239.30	1234.40	1235.50	1242.90	0.62	-0.55
339-U1385D		37.5713	-10.1259	339-U1385D-15H-1,114-115	128.550	140.140	140.210	140.220	1239.30	1234.60	1235.60	1243.00	0.46	-0.56
339-U1385D		37.5713	-10.1259	339-U1385D-15H-1,116-117	128.570	140.160	140.230	140.240	1239.40	1234.80	1235.90	1243.10	0.50	-0.63
339-U1385D		37.5713	-10.1259	339-U1385D-15H-1,118-119	128.590	140.180	140.250	140.260	1239.60	1235.00	1236.10	1243.30	0.47	-0.64
339-U1385D		37.5713	-10.1259	339-U1385D-15H-1,119-120	128.600	140.190	140.260	140.270	1239.60	1235.10	1236.20	1243.30	0.37	-0.72
339-U1385D		37.5713	-10.1259	339-U1385D-15H-1,120-121	128.610	140.200	140.270	140.280	1239.70	1235.20	1236.30	1243.40	0.39	-0.78
339-U1385D		37.5713	-10.1259	339-U1385D-15H-1,121-122	128.620	140.210	140.280	140.290	1239.70	1235.30	1236.40	1243.40	0.51	-0.81
339-U1385D		37.5713	-10.1259	339-U1385D-15H-1,122-123	128.630	140.220	140.290	140.300	1239.80	1235.40	1236.60	1243.50	0.29	-0.84
339-U1385D		37.5713	-10.1259	339-U1385D-15H-1,123-124	128.640	140.230	140.300	140.310	1239.80	1235.50	1236.70	1243.60	0.56	-0.78
339-U1385D		37.5713	-10.1259	339-U1385D-15H-1,124-125	128.650	140.240	140.310	140.320	1239.90	1235.70	1236.80	1243.60	0.50	-0.90
339-U1385D		37.5713	-10.1259	339-U1385D-15H-1,125-126	128.660	140.250	140.320	140.330	1239.90	1235.80	1236.90	1243.70	0.44	-0.90
339-U1385D		37.5713	-10.1259	339-U1385D-15H-1,126-127	128.670	140.260	140.330	140.340	1240.00	1235.90	1237.00	1243.80	0.34	-0.74
339-U1385D		37.5713	-10.1259	339-U1385D-15H-1,127-128	128.680	140.270	140.340	140.350	1240.00	1236.00	1237.10	1243.80	0.58	-0.72
339-U1385D		37.5713	-10.1259	339-U1385D-15H-1,128-129	128.690	140.280	140.350	140.360	1240.10	1236.10	1237.30	1243.90	0.48	-0.85
339-U1385D		37.5713	-10.1259	339-U1385D-15H-1,129-130	128.700	140.290	140.360	140.370	1240.10	1236.20	1237.40	1243.90	0.57	-0.73
339-U1385D		37.5713	-10.1259	339-U1385D-15H-1,130-131	128.710	140.300	140.370	140.380	1240.20	1236.30	1237.50	1244.00	0.42	-0.87
339-U1385D		37.5713	-10.1259	339-U1385D-15H-1,131-132	128.720	140.310	140.380	140.390	1240.20	1236.40	1237.60	1244.10	0.50	-0.90
339-U1385D		37.5713	-10.1259	339-U1385D-15H-1,132-133	128.730	140.320	140.390	140.400	1240.30	1236.50	1237.70	1244.10	0.50	-0.86
339-U1385D		37.5713	-10.1259	339-U1385D-15H-1,133-134	128.740	140.330	140.400	140.410	1240.30	1236.60	1237.80	1244.20	0.31	-0.99
339-U1385D		37.5713	-10.1259	339-U1385D-15H-1,134-135	128.750	140.340	140.410	140.420	1240.40	1236.80	1238.00	1244.30	0.65	-0.71
339-U1385D		37.5713	-10.1259	339-U1385D-15H-1,135-136	128.760	140.350	140.420	140.430	1240.40	1236.90	1238.10	1244.30	0.53	-0.82
339-U1385D		37.5713	-10.1259	339-U1385D-15H-1,136-137	128.770	140.360	140.430	140.440	1240.50	1237.00	1238.20	1244.40	0.46	-0.81
339-U1385D		37.5713	-10.1259	339-U1385D-15H-1,137-138	128.780	140.370	140.440	140.450	1240.50	1237.10	1238.30	1244.40	0.58	-0.74
339-U1385D		37.5713	-10.1259	339-U1385D-15H-1,138-139	128.790	140.380	140.450	140.460	1240.60	1237.20	1238.40	1244.50	0.54	-0.95
339-U1385D		37.5713	-10.1259	339-U1385D-15H-1,139-140	128.800	140.390	140.460	140.470	1240.60	1237.30	1238.50	1244.60	0.56	-0.81
339-U1385D		37.5713	-10.1259	339-U1385D-15H-1,140-141	128.810	140.400	140.470	140.480	1240.70	1237.40	1238.70	1244.60	0.43	-0.93
339-U1385D		37.5713	-10.1259	339-U1385D-15H-1,141-142	128.820	140.410	140.480	140.490	1240.70	1237.50	1238.80	1244.70	0.57	-0.65
339-U1385D		37.5713	-10.1259	339-U1385D-15H-1,142-143	128.830	140.420	140.490	140.490	1240.70	1237.50	1238.80	1244.70	0.36	-0.82
339-U1385D		37.5713	-10.1259	339-U1385D-15H-1,143-144	128.840	140.430	140.500	140.500	1240.80	1237.60	1238.90	1244.80	0.34	-0.87
339-U1385D		37.5713	-10.1259	339-U1385D-15H-1,144-145	128.850	140.440	140.510	140.510	1240.80	1237.70	1239.00	1245.00	0.32	-1.07
339-U1385D		37.5713	-10.1259	339-U1385D-15H-1,145-146	128.860	140.450	140.520	140.520	1240.90	1237.90	1239.10	1245.10	0.45	-0.91
339-U1385D		37.5713	-10.1259	339-U1385D-15H-1,146-147	128.870	140.460	140.530	140.530	1240.90	1238.00	1239.20	1245.20	0.42	-0.99
339-U1385D		37.5713	-10.1259	339-U1385D-15H-1,147-148	128.880	140.470	140.540	140.540	1241.00	1238.10	1239.40	1245.30	0.22	-1.06
339-U1385D		37.5713	-10.1259	339-U1385D-15H-1,148-149	128.890	140.480	140.550	140.550	1241.10	1238.20	1239.50	1245.50	0.31	-1.02
339-U1385D		37.5713	-10.1259	339-U1385D-15H-1,149-150	128.900	140.490	140.560	140.560	1241.30	1238.30	1239.60	1245.60	0.52	-0.95
339-U1385D		37.5713	-10.1259	339-U1385D-15H-1,150-151	128.910	140.500	140.570	140.570	1241.40	1238.40	1239.70	1245.70	0.54	-1.01
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,0-1	128.920	140.510	140.580	140.580	1241.50	1238.50	1239.80	1245.80	0.61	-0.75
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,1-2	128.930	140.520	140.590	140.590	1241.70	1238.60	1239.90	1246.00	0.47	-0.97
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,2-3	128.940	140.530	140.600	140.600	1241.80	1238.70	1240.10	1246.10	0.50	-0.88
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,3-4	128.950	140.540	140.610	140.610	1241.90	1238.80	1240.20	1246.20	0.43	-0.98
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,4-5	128.960	140.550	140.620	140.620	1242.10	1239.00	1240.30	1246.30	0.35	-1.31
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,5-6	128.970	140.560	140.630	140.630	1242.20	1239.10	1240.40	1246.50	0.31	-1.19
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,6-7	128.980	140.570	140.640	140.640	1242.30	1239.20	1240.50	1246.60	0.51	-0.82
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,7-8	128.990	140.580	140.650	140.650	1242.50	1239.30	1240.60	1246.70	0.41	-1.10
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,8-9	129.000	140.590	140.660	140.660	1242.60	1239.40	1240.80	1246.80	0.55	-1.04
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,9-10	129.010	140.600	140.670	140.670	1242.70	1239.50	1240.90	1247.00	0.79	-0.88
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,10-11	129.020	140.610	140.680	140.680	1242.90	1239.60	1241.00	1247.10	0.60	-1.31
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,11-12	129.030	140.620	140.690	140.690	1243.00	1239.70	1241.10	1247.20	0.41	-1.21
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,12-13	129.040	140.630	140.700	140.700	1243.10	1239.80	1241.20	1247.30	0.32	-1.17
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,13-14	129.050	140.640	140.710	140.710	1243.30	1239.90	1241.30	1247.50	0.71	-1.10
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,14-15	129.060	140.650	140.720	140.720	1243.40	1240.10	1241.50	1247.60	0.39	-1.34
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,15-16	129.070	140.660	140.730	140.730	1243.50	1240.20	1241.60	1247.70	0.31	-1.30
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,16-17	129.080	140.670	140.740	140.740	1243.70	1240.30	1241.70	1247.90	0.28	-1.18
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,17-18	129.090	140.680	140.750	140.750	1243.80	1240.40	1241.80	1248.00	0.33	-1.34
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,18-19	129.100	140.690	140.760	140.760	1243.90	1240.50	1241.90	1248.10	0.33	-1.60
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,19-20	129.110	140.700	140.770	140.770	1244.00	1240.60	1242.00	1248.20	0.45	-1.31
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,20-21	129.120	140.710	140.780	140.780	1244.20	1240.70	1242.20	1248.40	0.86	-0.89
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,21-22	129.130	140.720	140.790	140.790	1244.30	1240.80	1242.30	1248.50	1.13	-0.59
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,21-22	129.130	140.720	140.790	140.790	1244.30	1240.80	1242.30	1248.50	1.09	-0.68
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,22-23	129.140	140.730	140.800	140.800	1244.40	1240.90	1242.40	1248.60	0.48	-1.50
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,23-24	129.150	140.740	140.810	140.810	1244.60	1241.00	1242.50	1248.70	0.34	-1.19
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,24-25	129.160	140.750	140.820	140.820	1244.70	1241.20	1242.60	1248.90	0.44	-1.22
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,25-26	129.170	140.760	140.830	140.830	1244.80	1241.30	1242.70	1249.00	0.51	-1.26
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,26-27	129.180	140.770	140.840	140.840	1245.00	1241.40	1242.90	1249.10	0.65	-1.38
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,27-28	129.190	140.780	140.850	140.850	1245.10	1241.50	1243.00	1249.20	0.45	-1.46
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,28-29	129.200	140.790	140.860	140.860	1245.20	1241.60	1243.10	1249.40	0.98	-1.01
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,29-30	129.210	140.800	140.870	140.870	1245.40	1241.70	1243.20	1249.50	1.05	-0.99
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,30-31	129.220	140.810	140.880	140.880	1245.50	1241.80	1243.30	1249.60	0.72	-1.23
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,31-32	129.230	140.820	140.890	140.890	1245.60	1241.90	1243.40	1249.70	0.94	-1.00
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,32-33	129.240	140.830	140.900	140.900	1245.80	1242.00	1243.60	1249.90	1.04	-0.83
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,33-34	129.250	140.840	140.910	140.910	1245.90	1242.10	1243.70	1250.00	1.28	-0.80
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,34-35	129.260	140.850	140.920	140.920	1246.00	1242.30	1243.80	1250.10	0.77	-1.24
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,35-36	129.270	140.860	140.930	140.930	1246.20	1242.40	1243.90	1250.30	1.30	-1.04
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,36-37	129.280	140.870	140.940	140.940	1246.30	1242.50	1244.00	1250.40	1.43	-0.92
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,37-38	129.290	140.880	140.950	140.950	1246.40	1242.60	1244.10	1250.50	1.51	-0.92
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,38-39	129.300	140.890	140.960	140.960	1246.60	1242.70	1244.20	1250.60	1.36	-1.00
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,39-40	129.310	140.900	140.970	140.970	1246.70	1242.80	1244.40	1250.80	1.48	-1.03
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,40-41	129.320	140.910	140.980	140.980	1246.80	1242.90	1244.50	1250.90	1.55	-1.26
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,41-42	129.330	140.920	140.990	140.990	1247.00	1243.00	1244.60	1251.00	1.73	-0.93
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,42-43	129.340	140.930	141.000	141.000	1247.10	1243.10	1244.70	1251.10	1.89	-1.18
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,43-44	129.350	140.940	141.010	141.010	1247.20	1243.20	1244.80	1251.30	1.69	-1.09
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,44-45	129.360	140.950	141.020	141.020	1247.40	1243.40	1244.90	1251.40	1.31	-1.24
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,45-46	129.370	140.960	141.030	141.030	1247.50	1243.50	1245.00	1251.50	1.25	-1.39
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,46-47	129.380	140.970	141.040	141.040	1247.60	1243.60	1245.10	1251.60	1.20	-1.46
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,47-48	129.390	140.980	141.050	141.050	1247.80	1243.70	1245.20	1251.80	1.41	-1.58
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,48-49	129.400	140.990	141.060	141.060	1247.90	1243.80	1245.40	1251.90	1.53	-1.31
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,49-50	129.410	141.000	141.070	141.070	1248.00	1243.90	1245.50	1252.00	1.56	-1.46
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,50-51	129.420	141.010	141.080	141.080	1248.20	1244.00	1245.60	1252.10	1.75	-1.26
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,51-52	129.430	141.020	141.090	141.090	1248.30	1244.10	1245.70	1252.30	1.87	-1.22
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,52-53	129.440	141.030	141.100	141.100	1248.40	1244.20	1245.80	1252.40	1.91	-1.22
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,53-54	129.450	141.040	141.110	141.110	1248.60	1244.30	1245.90	1252.50	1.94	-1.02
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,54-55	129.460	141.050	141.120	141.120	1248.70	1244.40	1246.00	1252.60	1.53	-1.41
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,55-56	129.470	141.060	141.130	141.130	1248.80	1244.50	1246.10	1252.80	1.30	-1.54
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,56-57	129.480	141.070	141.140	141.140	1249.00	1244.60	1246.20	1252.90	1.44	-1.32
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,57-58	129.490	141.080	141.150	141.150	1249.10	1244.70	1246.30	1253.00	1.55	-1.31
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,58-59	129.500	141.090	141.160	141.160	1249.20	1244.80	1246.50	1253.20	1.60	-1.28
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,59-60	129.510	141.100	141.170	141.170	1249.40	1244.90	1246.60	1253.30	1.27	-1.54
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,60-61	129.520	141.110	141.180	141.180	1249.50	1245.00	1246.70	1253.40	1.22	-1.35
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,61-62	129.530	141.120	141.190	141.190	1249.60	1245.10	1246.80	1253.50	1.56	-1.30
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,62-63	129.540	141.130	141.200	141.200	1249.70	1245.20	1246.90	1253.70	1.40	-1.35
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,63-64	129.550	141.140	141.210	141.210	1249.90	1245.30	1247.00	1253.80	1.27	-1.52
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,64-65	129.560	141.150	141.220	141.220	1250.00	1245.50	1247.10	1253.90	1.34	-1.09
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,65-66	129.570	141.160	141.230	141.230	1250.10	1245.60	1247.20	1254.00	1.33	-1.43
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,66-67	129.580	141.170	141.240	141.240	1250.30	1245.70	1247.30	1254.20	1.31	-1.47
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,67-68	129.590	141.180	141.250	141.250	1250.40	1245.80	1247.50	1254.30	1.43	-1.18
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,68-69	129.600	141.190	141.260	141.260	1250.50	1245.90	1247.60	1254.40	1.56	-1.35
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,69-70	129.610	141.200	141.270	141.270	1250.70	1246.00	1247.70	1254.50	1.43	-1.28
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,70-71	129.620	141.210	141.280	141.280	1250.80	1246.10	1247.80	1254.70	1.67	-1.14
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,71-72	129.630	141.220	141.290	141.290	1250.90	1246.20	1247.90	1254.80	1.29	-1.35
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,72-73	129.640	141.230	141.300	141.300	1251.10	1246.30	1248.00	1254.90	1.28	-1.33
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,73-74	129.650	141.240	141.310	141.310	1251.20	1246.40	1248.10	1255.00	1.17	-1.53
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,74-75	129.660	141.250	141.320	141.320	1251.30	1246.50	1248.20	1255.20	1.33	-1.28
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,75-76	129.670	141.260	141.330	141.330	1251.50	1246.60	1248.30	1255.30	1.44	-1.62
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,76-77	129.680	141.270	141.340	141.340	1251.60	1246.70	1248.50	1255.40	1.29	-1.49
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,77-78	129.690	141.280	141.350	141.350	1251.70	1246.80	1248.60	1255.50	1.39	-1.37
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,78-79	129.700	141.290	141.360	141.360	1251.90	1246.90	1248.70	1255.70	1.29	-1.29
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,79-80	129.710	141.300	141.370	141.370	1252.00	1247.00	1248.80	1255.80	1.61	-1.34
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,80-81	129.720	141.310	141.380	141.380	1252.10	1247.10	1248.90	1255.90	1.49	-1.31
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,81-82	129.730	141.320	141.390	141.390	1252.30	1247.20	1249.00	1256.10	1.94	-1.33
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,82-83	129.740	141.330	141.400	141.400	1252.40	1247.30	1249.10	1256.20	2.06	-1.29
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,83-84	129.750	141.340	141.410	141.410	1252.50	1247.40	1249.20	1256.30	1.93	-1.63
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,84-85	129.760	141.350	141.420	141.420	1252.70	1247.50	1249.30	1256.40	2.11	-1.27
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,85-86	129.770	141.360	141.430	141.430	1252.80	1247.60	1249.50	1256.60	2.42	-1.06
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,86-87	129.780	141.370	141.440	141.440	1252.90	1247.70	1249.60	1256.70	2.23	-1.01
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,87-88	129.790	141.380	141.450	141.450	1253.10	1247.80	1249.70	1256.80	2.43	-1.06
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,88-89	129.800	141.390	141.460	141.460	1253.20	1247.90	1249.80	1256.90	2.17	-1.10
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,89-90	129.810	141.400	141.470	141.470	1253.30	1248.00	1249.90	1257.10	2.13	-1.26
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,90-91	129.820	141.410	141.480	141.480	1253.50	1248.10	1250.00	1257.20	2.17	-1.04
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,91-92	129.830	141.420	141.490	141.490	1253.60	1248.20	1250.10	1257.30	2.17	-1.07
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,92-93	129.840	141.430	141.500	141.500	1253.70	1248.30	1250.20	1257.40	2.02	-1.20
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,93-94	129.850	141.440	141.510	141.510	1253.90	1248.40	1250.30	1257.60	2.19	-0.97
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,94-95	129.860	141.450	141.520	141.520	1254.00	1248.50	1250.50	1257.70	2.14	-1.00
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,95-96	129.870	141.460	141.530	141.530	1254.10	1248.60	1250.60	1257.80	2.21	-1.24
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,96-97	129.880	141.470	141.540	141.540	1254.30	1248.80	1250.70	1257.90	2.01	-1.16
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,97-98	129.890	141.480	141.550	141.550	1254.40	1248.90	1250.80	1258.10	2.09	-1.17
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,98-99	129.900	141.490	141.560	141.560	1254.50	1249.00	1250.90	1258.20	2.10	-1.03
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,99-100	129.910	141.500	141.570	141.570	1254.70	1249.10	1251.00	1258.30	1.96	-1.04
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,100-101	129.920	141.510	141.580	141.580	1254.80	1249.20	1251.10	1258.40	1.80	-1.15
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,101-102	129.930	141.520	141.590	141.590	1254.90	1249.30	1251.20	1258.60	2.13	-0.97
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,102-103	129.940	141.530	141.600	141.600	1255.10	1249.40	1251.30	1258.70	1.85	-1.20
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,103-104	129.950	141.540	141.610	141.610	1255.20	1249.50	1251.50	1258.80	1.83	-1.25
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,104-105	129.960	141.550	141.620	141.620	1255.30	1249.60	1251.60	1259.00	1.99	-1.03
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,105-106	129.970	141.560	141.630	141.630	1255.40	1249.70	1251.70	1259.10	1.96	-1.06
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,106-107	129.980	141.570	141.640	141.640	1255.60	1249.80	1251.80	1259.20	1.98	-1.05
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,107-108	129.990	141.580	141.650	141.650	1255.70	1249.90	1251.90	1259.30	1.89	-1.26
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,108-109	130.000	141.590	141.660	141.660	1255.80	1250.00	1252.00	1259.50	1.88	-0.84
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,109-110	130.010	141.600	141.670	141.670	1256.00	1250.10	1252.10	1259.60	1.68	-1.15
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,110-111	130.020	141.610	141.680	141.680	1256.10	1250.20	1252.20	1259.70	1.73	-1.18
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,111-112	130.030	141.620	141.690	141.690	1256.20	1250.30	1252.30	1259.80	1.75	-1.18
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,112-113	130.040	141.630	141.700	141.700	1256.40	1250.40	1252.40	1260.00	1.51	-1.19
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,113-114	130.050	141.640	141.710	141.710	1256.50	1250.50	1252.60	1260.10	1.73	-1.41
339-U1385D		37.5713	-10.1259	339-U1385D-15H-2,114-115	130.060	141.650	141.720	141.720	1256.60	1250.60	1252.70	1260.20	1.85	-1.49
