Age (Ma)	Global mean SST (oC) hi-res area weighted	SST +1stdev	SST -1stdev	Global mean SST (oC) lo-res weighted	lo-res SST +1stdev	lo-res SST -1stdev	Global mean surface temp (GMST) (oC) area weighted	GMST +1stdev	GMST -1stdev
0.285	-1.55	-1.17	-1.94	-1.57	-1.23	-1.91	-2.67	-2.01	-3.32
0.286	-1.51	-1.12	-1.91	-1.54	-1.20	-1.88	-2.59	-1.92	-3.26
0.287	-1.54	-1.17	-1.92	-1.57	-1.25	-1.89	-2.65	-2.01	-3.29
0.288	-1.69	-1.35	-2.03	-1.67	-1.39	-1.96	-2.91	-2.32	-3.51
0.289	-1.66	-1.30	-2.03	-1.62	-1.31	-1.93	-2.86	-2.23	-3.49
0.29	-1.76	-1.42	-2.10	-1.66	-1.36	-1.96	-3.04	-2.44	-3.64
0.291	-1.82	-1.50	-2.14	-1.71	-1.42	-2.00	-3.15	-2.58	-3.72
0.292	-1.96	-1.63	-2.29	-1.80	-1.50	-2.10	-3.41	-2.83	-3.99
0.293	-2.22	-1.89	-2.56	-2.02	-1.71	-2.34	-3.90	-3.31	-4.49
0.294	-2.22	-1.90	-2.54	-2.03	-1.72	-2.33	-3.89	-3.32	-4.47
0.295	-2.18	-1.83	-2.53	-2.06	-1.73	-2.39	-3.81	-3.20	-4.42
0.296	-2.01	-1.63	-2.40	-1.92	-1.58	-2.27	-3.51	-2.85	-4.17
0.297	-2.05	-1.73	-2.38	-1.94	-1.63	-2.25	-3.58	-3.00	-4.16
0.298	-1.97	-1.64	-2.30	-1.86	-1.55	-2.17	-3.42	-2.84	-4.01
0.299	-1.96	-1.61	-2.32	-1.86	-1.53	-2.20	-3.42	-2.80	-4.03
0.3	-2.01	-1.65	-2.36	-1.96	-1.62	-2.30	-3.50	-2.88	-4.11
0.301	-1.91	-1.55	-2.28	-1.84	-1.50	-2.19	-3.32	-2.69	-3.96
0.302	-1.84	-1.47	-2.21	-1.78	-1.44	-2.12	-3.19	-2.55	-3.82
0.303	-1.73	-1.38	-2.09	-1.69	-1.36	-2.03	-2.99	-2.37	-3.61
0.304	-1.64	-1.30	-1.98	-1.62	-1.30	-1.94	-2.83	-2.23	-3.43
0.305	-1.63	-1.30	-1.96	-1.62	-1.30	-1.94	-2.81	-2.23	-3.39
0.306	-1.57	-1.22	-1.92	-1.57	-1.23	-1.90	-2.70	-2.09	-3.30
0.307	-1.58	-1.24	-1.91	-1.56	-1.24	-1.89	-2.71	-2.12	-3.30
0.308	-1.39	-1.05	-1.72	-1.40	-1.08	-1.72	-2.37	-1.78	-2.96
0.309	-1.26	-0.91	-1.61	-1.30	-0.97	-1.62	-2.14	-1.53	-2.75
0.31	-1.21	-0.85	-1.56	-1.23	-0.90	-1.55	-2.05	-1.43	-2.67
0.311	-1.12	-0.78	-1.47	-1.16	-0.85	-1.48	-1.90	-1.29	-2.50
0.312	-1.06	-0.75	-1.38	-1.09	-0.80	-1.39	-1.80	-1.23	-2.36
0.313	-0.91	-0.55	-1.28	-0.96	-0.63	-1.29	-1.54	-0.91	-2.17
0.314	-0.96	-0.66	-1.26	-0.96	-0.66	-1.26	-1.62	-1.08	-2.17
0.315	-1.10	-0.80	-1.39	-1.07	-0.78	-1.37	-1.85	-1.32	-2.39
0.316	-1.10	-0.81	-1.38	-1.08	-0.79	-1.36	-1.86	-1.33	-2.38
0.317	-1.12	-0.82	-1.41	-1.07	-0.79	-1.36	-1.89	-1.36	-2.43
0.318	-1.16	-0.87	-1.45	-1.11	-0.83	-1.40	-1.97	-1.43	-2.50
0.319	-0.98	-0.68	-1.29	-0.94	-0.64	-1.23	-1.66	-1.10	-2.21
0.32	-0.80	-0.46	-1.15	-0.83	-0.51	-1.16	-1.35	-0.75	-1.95
0.321	-0.67	-0.35	-0.98	-0.72	-0.40	-1.03	-1.12	-0.55	-1.68
0.322	-0.56	-0.25	-0.86	-0.58	-0.27	-0.89	-0.93	-0.38	-1.48
0.323	-0.51	-0.23	-0.80	-0.58	-0.29	-0.88	-0.85	-0.32	-1.38
0.324	-0.41	-0.10	-0.71	-0.49	-0.19	-0.80	-0.67	-0.13	-1.22
0.325	-0.32	0.00	-0.64	-0.44	-0.12	-0.75	-0.53	0.04	-1.10
0.326	-0.18	0.17	-0.54	-0.33	0.02	-0.68	-0.31	0.31	-0.93
0.327	-0.20	0.15	-0.54	-0.35	-0.01	-0.69	-0.33	0.27	-0.93
0.328	-0.07	0.29	-0.43	-0.25	0.10	-0.60	-0.12	0.50	-0.74
0.329	0.04	0.39	-0.32	-0.17	0.18	-0.52	0.05	0.67	-0.56
0.33	0.03	0.37	-0.32	-0.20	0.14	-0.53	0.04	0.64	-0.56
0.331	0.06	0.42	-0.29	-0.16	0.18	-0.50	0.09	0.71	-0.52
0.332	-0.02	0.34	-0.38	-0.22	0.13	-0.57	-0.04	0.58	-0.67
0.333	-0.32	0.04	-0.68	-0.48	-0.15	-0.82	-0.54	0.08	-1.16
0.334	-0.50	-0.11	-0.90	-0.65	-0.29	-1.01	-0.84	-0.17	-1.50
0.335	-0.87	-0.49	-1.26	-0.97	-0.63	-1.32	-1.46	-0.81	-2.12
0.336	-1.11	-0.72	-1.49	-1.15	-0.81	-1.50	-1.87	-1.22	-2.53
0.337	-1.54	-1.13	-1.95	-1.54	-1.18	-1.89	-2.65	-1.96	-3.34
0.338	-1.63	-1.19	-2.08	-1.57	-1.18	-1.96	-2.81	-2.07	-3.55
0.339	-1.93	-1.50	-2.36	-1.82	-1.40	-2.23	-3.36	-2.64	-4.07
0.34	-2.11	-1.62	-2.60	-2.03	-1.58	-2.48	-3.69	-2.89	-4.49
0.341	-2.48	-2.03	-2.93	-2.31	-1.88	-2.74	-4.39	-3.64	-5.14
0.342	-2.62	-2.14	-3.09	-2.43	-1.98	-2.88	-4.65	-3.87	-5.43
0.343	-2.53	-2.05	-3.01	-2.44	-1.98	-2.90	-4.48	-3.69	-5.28
0.344	-2.61	-2.16	-3.07	-2.52	-2.08	-2.96	-4.64	-3.89	-5.39
0.345	-2.77	-2.33	-3.22	-2.65	-2.22	-3.08	-4.95	-4.21	-5.69
0.346	-2.84	-2.41	-3.28	-2.71	-2.28	-3.13	-5.09	-4.36	-5.82
0.347	-2.85	-2.46	-3.25	-2.69	-2.30	-3.09	-5.11	-4.44	-5.78
0.348	-2.83	-2.47	-3.19	-2.67	-2.30	-3.03	-5.06	-4.43	-5.68
0.349	-2.72	-2.38	-3.07	-2.57	-2.23	-2.92	-4.86	-4.26	-5.46
0.35	-2.81	-2.49	-3.13	-2.59	-2.26	-2.92	-5.02	-4.46	-5.59
0.351	-2.90	-2.56	-3.25	-2.71	-2.35	-3.07	-5.21	-4.60	-5.82
0.352	-2.82	-2.47	-3.17	-2.61	-2.25	-2.97	-5.04	-4.43	-5.65
0.353	-2.76	-2.39	-3.13	-2.59	-2.21	-2.96	-4.93	-4.29	-5.57
0.354	-2.87	-2.48	-3.26	-2.60	-2.20	-3.00	-5.14	-4.48	-5.81
0.355	-3.03	-2.64	-3.41	-2.70	-2.29	-3.10	-5.45	-4.79	-6.11
0.356	-2.90	-2.48	-3.32	-2.67	-2.26	-3.08	-5.20	-4.50	-5.91
0.357	-2.93	-2.53	-3.33	-2.60	-2.20	-3.01	-5.26	-4.59	-5.94
0.358	-2.77	-2.39	-3.15	-2.49	-2.11	-2.87	-4.95	-4.30	-5.59
0.359	-2.78	-2.43	-3.13	-2.50	-2.14	-2.86	-4.97	-4.36	-5.58
0.36	-2.64	-2.28	-3.00	-2.47	-2.10	-2.83	-4.69	-4.07	-5.32
0.361	-2.87	-2.54	-3.21	-2.56	-2.19	-2.92	-5.15	-4.56	-5.74
0.362	-3.12	-2.74	-3.50	-2.81	-2.40	-3.22	-5.64	-4.98	-6.29
0.363	-3.12	-2.74	-3.49	-2.82	-2.43	-3.22	-5.63	-4.99	-6.27
0.364	-3.00	-2.60	-3.39	-2.73	-2.33	-3.14	-5.39	-4.73	-6.06
0.365	-3.05	-2.69	-3.42	-2.78	-2.39	-3.17	-5.50	-4.87	-6.13
0.366	-2.99	-2.63	-3.36	-2.73	-2.35	-3.12	-5.38	-4.75	-6.01
0.367	-2.99	-2.63	-3.35	-2.74	-2.36	-3.12	-5.37	-4.75	-5.99
0.368	-2.99	-2.61	-3.38	-2.74	-2.34	-3.13	-5.38	-4.73	-6.04
0.369	-2.83	-2.45	-3.21	-2.60	-2.22	-2.99	-5.07	-4.42	-5.71
0.37	-2.79	-2.42	-3.16	-2.57	-2.20	-2.94	-4.99	-4.35	-5.62
0.371	-2.72	-2.37	-3.08	-2.51	-2.15	-2.87	-4.86	-4.24	-5.48
0.372	-2.74	-2.41	-3.07	-2.51	-2.17	-2.86	-4.89	-4.30	-5.47
0.373	-2.93	-2.56	-3.29	-2.69	-2.31	-3.07	-5.25	-4.62	-5.88
0.374	-2.82	-2.45	-3.19	-2.61	-2.23	-2.99	-5.05	-4.41	-5.68
0.375	-2.74	-2.37	-3.11	-2.54	-2.16	-2.92	-4.88	-4.24	-5.52
0.376	-2.64	-2.28	-3.00	-2.47	-2.10	-2.83	-4.70	-4.07	-5.32
0.377	-2.45	-2.09	-2.82	-2.31	-1.95	-2.67	-4.34	-3.71	-4.97
0.378	-2.34	-1.99	-2.69	-2.21	-1.87	-2.55	-4.13	-3.52	-4.74
0.379	-2.16	-1.82	-2.51	-2.07	-1.74	-2.41	-3.79	-3.19	-4.39
0.38	-2.06	-1.73	-2.39	-1.99	-1.66	-2.31	-3.60	-3.02	-4.19
0.381	-1.99	-1.67	-2.31	-1.92	-1.60	-2.23	-3.46	-2.89	-4.03
0.382	-1.99	-1.68	-2.29	-1.90	-1.60	-2.21	-3.46	-2.91	-4.01
0.383	-1.88	-1.56	-2.20	-1.80	-1.49	-2.10	-3.26	-2.69	-3.83
0.384	-1.84	-1.51	-2.18	-1.79	-1.47	-2.12	-3.19	-2.60	-3.78
0.385	-1.95	-1.57	-2.34	-1.91	-1.54	-2.28	-3.40	-2.74	-4.06
0.386	-2.03	-1.62	-2.44	-2.00	-1.60	-2.41	-3.54	-2.85	-4.23
0.387	-1.48	-1.19	-1.78	-1.52	-1.23	-1.81	-2.54	-2.01	-3.08
0.388	-1.63	-1.30	-1.96	-1.60	-1.27	-1.92	-2.80	-2.21	-3.38
0.389	-1.57	-1.25	-1.90	-1.53	-1.21	-1.85	-2.70	-2.13	-3.27
0.39	-1.47	-1.14	-1.80	-1.43	-1.10	-1.76	-2.52	-1.93	-3.11
0.391	-1.31	-0.95	-1.68	-1.31	-0.95	-1.66	-2.24	-1.60	-2.87
0.392	-1.08	-0.69	-1.47	-1.11	-0.74	-1.47	-1.82	-1.16	-2.48
0.393	-1.13	-0.76	-1.49	-1.15	-0.80	-1.51	-1.91	-1.27	-2.54
0.394	-1.16	-0.81	-1.51	-1.14	-0.79	-1.49	-1.96	-1.35	-2.57
0.395	-1.08	-0.74	-1.42	-1.13	-0.79	-1.47	-1.83	-1.24	-2.42
0.396	-1.19	-0.84	-1.53	-1.15	-0.81	-1.49	-2.01	-1.41	-2.62
0.397	-0.79	-0.42	-1.16	-0.86	-0.51	-1.22	-1.33	-0.70	-1.96
0.398	-0.86	-0.49	-1.23	-0.95	-0.59	-1.31	-1.45	-0.81	-2.09
0.399	-0.68	-0.32	-1.05	-0.80	-0.44	-1.16	-1.14	-0.51	-1.77
0.4	-0.41	-0.03	-0.79	-0.60	-0.23	-0.97	-0.68	-0.03	-1.33
0.401	-0.21	0.18	-0.59	-0.39	-0.01	-0.76	-0.35	0.31	-1.00
0.402	0.04	0.45	-0.37	-0.14	0.25	-0.53	0.06	0.75	-0.63
0.403	0.41	0.89	-0.06	0.18	0.63	-0.27	0.65	1.43	-0.13
0.404	0.64	1.16	0.12	0.38	0.88	-0.12	1.00	1.85	0.16
0.405	0.39	0.81	-0.03	0.13	0.54	-0.28	0.61	1.31	-0.09
0.406	0.30	0.67	-0.08	0.03	0.41	-0.34	0.47	1.11	-0.17
0.407	0.33	0.69	-0.02	0.06	0.42	-0.30	0.53	1.14	-0.09
0.408	0.31	0.65	-0.03	0.02	0.37	-0.32	0.49	1.09	-0.11
0.409	0.42	0.81	0.04	0.10	0.47	-0.28	0.67	1.33	0.01
0.41	0.26	0.61	-0.09	-0.07	0.27	-0.41	0.40	1.01	-0.21
0.411	0.02	0.36	-0.31	-0.28	0.04	-0.61	0.03	0.62	-0.56
0.412	0.02	0.37	-0.34	-0.28	0.05	-0.61	0.02	0.64	-0.59
0.413	0.16	0.56	-0.23	-0.12	0.25	-0.49	0.26	0.92	-0.41
0.414	-0.06	0.30	-0.42	-0.36	-0.02	-0.70	-0.11	0.52	-0.73
0.415	0.04	0.45	-0.36	-0.24	0.14	-0.62	0.06	0.75	-0.62
0.416	-0.05	0.35	-0.45	-0.31	0.08	-0.70	-0.09	0.59	-0.76
0.417	-0.68	-0.28	-1.08	-0.91	-0.54	-1.27	-1.14	-0.46	-1.81
0.418	-0.82	-0.39	-1.25	-1.07	-0.69	-1.45	-1.38	-0.66	-2.09
0.419	-1.02	-0.58	-1.47	-1.26	-0.86	-1.66	-1.73	-0.99	-2.46
0.42	-1.44	-0.97	-1.91	-1.60	-1.19	-2.01	-2.46	-1.68	-3.23
0.421	-1.74	-1.24	-2.24	-1.87	-1.42	-2.32	-3.00	-2.19	-3.82
0.422	-1.98	-1.50	-2.46	-2.03	-1.58	-2.47	-3.44	-2.66	-4.23
0.423	-2.16	-1.68	-2.64	-2.17	-1.72	-2.62	-3.78	-3.00	-4.56
0.424	-2.38	-1.87	-2.89	-2.33	-1.86	-2.79	-4.20	-3.37	-5.02
0.425	-2.49	-1.98	-3.01	-2.47	-2.00	-2.94	-4.41	-3.57	-5.25
0.426	-2.62	-2.10	-3.15	-2.55	-2.06	-3.03	-4.66	-3.81	-5.52
0.427	-2.73	-2.20	-3.25	-2.60	-2.12	-3.08	-4.86	-4.01	-5.71
0.428	-2.87	-2.34	-3.40	-2.70	-2.21	-3.19	-5.14	-4.28	-6.00
0.429	-2.76	-2.25	-3.27	-2.61	-2.13	-3.08	-4.93	-4.10	-5.76
0.43	-2.75	-2.27	-3.22	-2.62	-2.18	-3.06	-4.90	-4.12	-5.69
0.431	-2.98	-2.50	-3.46	-2.76	-2.31	-3.21	-5.36	-4.58	-6.15
0.432	-3.06	-2.57	-3.56	-2.82	-2.35	-3.29	-5.52	-4.71	-6.33
0.433	-3.14	-2.66	-3.62	-2.88	-2.42	-3.34	-5.67	-4.88	-6.47
0.434	-3.20	-2.72	-3.68	-2.87	-2.42	-3.32	-5.79	-5.00	-6.58
0.435	-3.25	-2.78	-3.71	-2.89	-2.44	-3.33	-5.89	-5.12	-6.66
0.436	-3.10	-2.64	-3.57	-2.89	-2.46	-3.32	-5.60	-4.84	-6.37
0.437	-3.29	-2.87	-3.71	-2.94	-2.52	-3.36	-5.98	-5.27	-6.68
0.438	-3.39	-2.95	-3.82	-3.02	-2.59	-3.45	-6.17	-5.44	-6.90
0.439	-3.39	-2.96	-3.82	-3.03	-2.59	-3.46	-6.18	-5.46	-6.90
0.44	-3.30	-2.88	-3.72	-2.98	-2.55	-3.42	-5.99	-5.29	-6.69
0.441	-3.30	-2.88	-3.72	-2.96	-2.54	-3.38	-5.99	-5.29	-6.69
0.442	-3.25	-2.82	-3.68	-2.94	-2.51	-3.37	-5.90	-5.18	-6.62
0.443	-3.33	-2.91	-3.75	-3.01	-2.58	-3.44	-6.05	-5.34	-6.76
0.444	-3.39	-2.96	-3.81	-3.06	-2.63	-3.50	-6.17	-5.46	-6.88
0.445	-3.36	-2.93	-3.79	-3.05	-2.62	-3.49	-6.12	-5.40	-6.84
0.446	-3.42	-2.99	-3.85	-3.10	-2.66	-3.54	-6.24	-5.52	-6.96
0.447	-3.45	-3.02	-3.88	-3.12	-2.68	-3.57	-6.29	-5.57	-7.01
0.448	-3.42	-2.98	-3.87	-3.12	-2.68	-3.57	-6.25	-5.51	-6.98
0.449	-3.34	-2.91	-3.78	-3.08	-2.64	-3.52	-6.08	-5.36	-6.81
0.45	-3.29	-2.84	-3.75	-3.05	-2.61	-3.49	-5.98	-5.23	-6.74
0.451	-3.22	-2.78	-3.67	-2.97	-2.55	-3.40	-5.84	-5.10	-6.59
0.452	-3.30	-2.85	-3.75	-3.01	-2.57	-3.45	-5.99	-5.25	-6.74
0.453	-3.45	-3.00	-3.91	-3.12	-2.68	-3.56	-6.30	-5.55	-7.06
0.454	-3.49	-3.03	-3.95	-3.18	-2.74	-3.62	-6.38	-5.62	-7.14
0.455	-3.51	-3.10	-3.92	-3.16	-2.76	-3.57	-6.42	-5.73	-7.12
0.456	-3.57	-3.15	-4.00	-3.14	-2.70	-3.58	-6.55	-5.84	-7.26
0.457	-3.60	-3.20	-4.01	-3.21	-2.79	-3.64	-6.61	-5.92	-7.30
0.458	-3.52	-3.15	-3.90	-3.12	-2.72	-3.52	-6.44	-5.80	-7.09
0.459	-3.56	-3.17	-3.94	-3.18	-2.77	-3.59	-6.52	-5.86	-7.17
0.46	-3.70	-3.30	-4.10	-3.31	-2.88	-3.73	-6.81	-6.13	-7.49
0.461	-3.83	-3.38	-4.27	-3.42	-2.96	-3.87	-7.07	-6.33	-7.81
0.462	-3.83	-3.42	-4.25	-3.42	-2.98	-3.85	-7.08	-6.38	-7.78
0.463	-3.77	-3.36	-4.19	-3.40	-2.97	-3.84	-6.96	-6.26	-7.65
0.464	-3.66	-3.25	-4.06	-3.33	-2.90	-3.76	-6.72	-6.04	-7.41
0.465	-3.62	-3.21	-4.03	-3.27	-2.84	-3.70	-6.65	-5.96	-7.34
0.466	-3.67	-3.26	-4.07	-3.31	-2.89	-3.73	-6.74	-6.06	-7.42
0.467	-3.60	-3.19	-4.02	-3.30	-2.88	-3.71	-6.61	-5.92	-7.31
0.468	-3.54	-3.09	-3.98	-3.21	-2.78	-3.64	-6.47	-5.74	-7.21
0.469	-3.47	-3.01	-3.93	-3.21	-2.78	-3.64	-6.34	-5.58	-7.10
0.47	-3.34	-2.89	-3.79	-3.17	-2.74	-3.59	-6.07	-5.32	-6.83
0.471	-3.47	-2.98	-3.96	-3.25	-2.79	-3.71	-6.35	-5.54	-7.15
0.472	-3.18	-2.71	-3.65	-2.99	-2.56	-3.42	-5.75	-4.98	-6.53
0.473	-3.07	-2.62	-3.51	-2.88	-2.47	-3.29	-5.53	-4.79	-6.27
0.474	-2.91	-2.48	-3.34	-2.76	-2.35	-3.17	-5.22	-4.50	-5.94
0.475	-2.78	-2.36	-3.19	-2.65	-2.24	-3.05	-4.96	-4.26	-5.66
0.476	-2.74	-2.31	-3.16	-2.61	-2.20	-3.02	-4.88	-4.17	-5.59
0.477	-2.68	-2.24	-3.11	-2.62	-2.20	-3.03	-4.76	-4.04	-5.49
0.478	-2.59	-2.15	-3.03	-2.55	-2.12	-2.97	-4.60	-3.86	-5.33
0.479	-2.41	-1.95	-2.86	-2.39	-1.95	-2.84	-4.25	-3.50	-5.00
0.48	-2.35	-1.92	-2.78	-2.39	-1.96	-2.82	-4.14	-3.43	-4.86
0.481	-2.40	-1.97	-2.83	-2.42	-1.99	-2.85	-4.23	-3.51	-4.96
0.482	-2.23	-1.80	-2.66	-2.30	-1.88	-2.73	-3.91	-3.19	-4.62
0.483	-1.94	-1.49	-2.39	-2.15	-1.72	-2.58	-3.38	-2.63	-4.12
0.484	-2.00	-1.57	-2.42	-2.15	-1.72	-2.57	-3.48	-2.76	-4.19
0.485	-2.03	-1.60	-2.46	-2.18	-1.76	-2.61	-3.54	-2.83	-4.26
0.486	-2.05	-1.61	-2.49	-2.21	-1.78	-2.65	-3.58	-2.85	-4.31
0.487	-2.03	-1.59	-2.48	-2.21	-1.77	-2.65	-3.55	-2.81	-4.28
0.488	-1.96	-1.51	-2.40	-2.15	-1.70	-2.59	-3.40	-2.66	-4.14
0.489	-1.75	-1.31	-2.20	-1.99	-1.55	-2.44	-3.03	-2.30	-3.77
0.49	-1.51	-1.08	-1.94	-1.80	-1.37	-2.24	-2.59	-1.86	-3.31
0.491	-1.44	-1.00	-1.87	-1.67	-1.25	-2.09	-2.46	-1.73	-3.18
0.492	-1.43	-1.01	-1.86	-1.61	-1.20	-2.01	-2.45	-1.74	-3.16
0.493	-1.41	-0.99	-1.82	-1.59	-1.19	-1.99	-2.40	-1.71	-3.09
0.494	-1.34	-0.92	-1.76	-1.54	-1.14	-1.95	-2.29	-1.59	-3.00
0.495	-1.40	-0.98	-1.81	-1.57	-1.16	-1.98	-2.39	-1.69	-3.08
0.496	-1.32	-0.90	-1.75	-1.50	-1.09	-1.91	-2.26	-1.55	-2.96
0.497	-1.24	-0.84	-1.63	-1.41	-1.03	-1.79	-2.10	-1.43	-2.77
0.498	-1.22	-0.86	-1.57	-1.37	-1.02	-1.72	-2.07	-1.45	-2.69
0.499	-1.17	-0.81	-1.52	-1.34	-0.99	-1.69	-1.98	-1.36	-2.59
0.5	-1.23	-0.88	-1.57	-1.37	-1.03	-1.71	-2.09	-1.48	-2.69
0.501	-1.31	-0.97	-1.65	-1.42	-1.08	-1.76	-2.23	-1.63	-2.82
0.502	-1.35	-1.01	-1.69	-1.48	-1.14	-1.82	-2.30	-1.70	-2.90
0.503	-1.39	-1.05	-1.72	-1.51	-1.17	-1.84	-2.37	-1.78	-2.96
0.504	-1.45	-1.11	-1.78	-1.56	-1.23	-1.90	-2.48	-1.89	-3.07
0.505	-1.51	-1.17	-1.85	-1.62	-1.28	-1.96	-2.59	-2.00	-3.19
0.506	-1.59	-1.23	-1.94	-1.70	-1.35	-2.05	-2.73	-2.11	-3.35
0.507	-1.67	-1.31	-2.04	-1.80	-1.44	-2.16	-2.88	-2.25	-3.52
0.508	-1.78	-1.39	-2.16	-1.88	-1.51	-2.26	-3.07	-2.42	-3.73
0.509	-1.96	-1.54	-2.38	-1.99	-1.58	-2.39	-3.41	-2.71	-4.11
0.51	-1.86	-1.42	-2.31	-1.88	-1.45	-2.31	-3.23	-2.49	-3.97
0.511	-1.85	-1.40	-2.30	-1.90	-1.46	-2.34	-3.21	-2.45	-3.96
0.512	-1.87	-1.41	-2.34	-1.93	-1.49	-2.38	-3.25	-2.48	-4.01
0.513	-1.93	-1.46	-2.40	-1.99	-1.55	-2.44	-3.35	-2.58	-4.12
0.514	-1.97	-1.49	-2.44	-2.03	-1.58	-2.48	-3.42	-2.64	-4.20
0.515	-2.00	-1.52	-2.48	-2.06	-1.61	-2.51	-3.48	-2.70	-4.27
0.516	-2.04	-1.59	-2.50	-2.03	-1.59	-2.48	-3.56	-2.81	-4.31
0.517	-1.95	-1.49	-2.41	-1.99	-1.54	-2.44	-3.40	-2.64	-4.15
0.518	-2.01	-1.55	-2.46	-2.00	-1.55	-2.45	-3.50	-2.74	-4.25
0.519	-1.97	-1.49	-2.44	-2.02	-1.57	-2.47	-3.42	-2.64	-4.20
0.52	-2.00	-1.53	-2.47	-2.04	-1.59	-2.49	-3.48	-2.70	-4.25
0.521	-2.01	-1.54	-2.48	-2.05	-1.59	-2.50	-3.51	-2.74	-4.28
0.522	-1.97	-1.51	-2.43	-2.00	-1.56	-2.44	-3.43	-2.67	-4.19
0.523	-1.93	-1.48	-2.39	-1.94	-1.50	-2.38	-3.36	-2.60	-4.11
0.524	-1.96	-1.48	-2.43	-1.87	-1.43	-2.32	-3.40	-2.62	-4.18
0.525	-2.01	-1.51	-2.50	-1.90	-1.44	-2.35	-3.50	-2.69	-4.31
0.526	-2.00	-1.49	-2.52	-1.87	-1.39	-2.35	-3.49	-2.65	-4.34
0.527	-2.07	-1.56	-2.58	-1.93	-1.46	-2.40	-3.61	-2.78	-4.44
0.528	-2.16	-1.64	-2.68	-2.05	-1.58	-2.52	-3.78	-2.94	-4.62
0.529	-2.08	-1.59	-2.58	-2.09	-1.62	-2.56	-3.64	-2.83	-4.45
0.53	-2.24	-1.75	-2.73	-2.21	-1.75	-2.68	-3.93	-3.13	-4.74
0.531	-2.31	-1.85	-2.77	-2.23	-1.80	-2.67	-4.06	-3.31	-4.82
0.532	-2.31	-1.87	-2.74	-2.24	-1.82	-2.66	-4.06	-3.33	-4.78
0.533	-2.48	-2.05	-2.92	-2.35	-1.93	-2.77	-4.39	-3.67	-5.11
0.534	-2.58	-2.14	-3.02	-2.44	-2.01	-2.86	-4.58	-3.85	-5.31
0.535	-2.68	-2.25	-3.12	-2.52	-2.09	-2.94	-4.78	-4.05	-5.50
0.536	-2.74	-2.30	-3.18	-2.56	-2.14	-2.98	-4.90	-4.16	-5.63
0.537	-2.78	-2.33	-3.23	-2.61	-2.18	-3.04	-4.96	-4.22	-5.71
0.538	-2.82	-2.36	-3.28	-2.66	-2.22	-3.10	-5.04	-4.28	-5.80
0.539	-2.90	-2.43	-3.38	-2.74	-2.29	-3.20	-5.21	-4.43	-5.99
0.54	-2.89	-2.40	-3.38	-2.75	-2.28	-3.21	-5.18	-4.38	-5.98
0.541	-2.99	-2.51	-3.48	-2.81	-2.34	-3.28	-5.38	-4.59	-6.18
0.542	-3.02	-2.52	-3.51	-2.84	-2.37	-3.31	-5.43	-4.62	-6.24
0.543	-2.78	-2.29	-3.27	-2.68	-2.22	-3.14	-4.97	-4.17	-5.77
0.544	-2.86	-2.37	-3.34	-2.69	-2.23	-3.14	-5.12	-4.32	-5.92
0.545	-2.73	-2.26	-3.19	-2.56	-2.12	-2.99	-4.86	-4.10	-5.63
0.546	-2.59	-2.15	-3.04	-2.42	-2.00	-2.84	-4.60	-3.86	-5.34
0.547	-2.56	-2.13	-2.99	-2.40	-1.98	-2.81	-4.54	-3.82	-5.26
0.548	-2.52	-2.09	-2.94	-2.36	-1.95	-2.76	-4.46	-3.75	-5.16
0.549	-2.53	-2.11	-2.94	-2.35	-1.95	-2.75	-4.48	-3.78	-5.18
0.55	-2.48	-2.08	-2.89	-2.30	-1.90	-2.69	-4.40	-3.71	-5.08
0.551	-2.48	-2.07	-2.89	-2.28	-1.89	-2.68	-4.39	-3.70	-5.08
0.552	-2.44	-2.05	-2.82	-2.23	-1.83	-2.62	-4.30	-3.65	-4.96
0.553	-2.33	-1.96	-2.71	-2.13	-1.74	-2.52	-4.10	-3.46	-4.75
0.554	-2.17	-1.79	-2.55	-2.05	-1.66	-2.43	-3.79	-3.15	-4.44
0.555	-2.24	-1.87	-2.60	-2.03	-1.65	-2.41	-3.93	-3.29	-4.56
0.556	-2.22	-1.85	-2.59	-2.02	-1.64	-2.40	-3.89	-3.26	-4.53
0.557	-2.27	-1.90	-2.63	-2.04	-1.65	-2.42	-3.98	-3.35	-4.61
0.558	-2.09	-1.73	-2.45	-1.96	-1.59	-2.34	-3.66	-3.04	-4.28
0.559	-2.10	-1.74	-2.45	-1.91	-1.53	-2.28	-3.66	-3.05	-4.28
0.56	-1.93	-1.56	-2.30	-1.86	-1.49	-2.24	-3.35	-2.72	-3.98
0.561	-1.96	-1.60	-2.31	-1.78	-1.41	-2.15	-3.40	-2.79	-4.02
0.562	-1.87	-1.52	-2.23	-1.71	-1.33	-2.08	-3.25	-2.63	-3.87
0.563	-1.80	-1.45	-2.15	-1.63	-1.26	-2.00	-3.12	-2.51	-3.73
0.564	-1.68	-1.33	-2.03	-1.53	-1.16	-1.89	-2.89	-2.28	-3.50
0.565	-1.50	-1.16	-1.85	-1.39	-1.02	-1.75	-2.58	-1.97	-3.18
0.566	-1.40	-1.06	-1.75	-1.29	-0.93	-1.66	-2.40	-1.79	-3.01
0.567	-1.27	-0.92	-1.63	-1.18	-0.82	-1.55	-2.17	-1.55	-2.78
0.568	-1.25	-0.90	-1.59	-1.18	-0.82	-1.53	-2.12	-1.52	-2.72
0.569	-1.34	-1.01	-1.67	-1.29	-0.94	-1.64	-2.29	-1.70	-2.87
