Age	d18Osw	sigma
3.444	-0.23	0.30
3.445	-0.20	0.31
3.446	-0.18	0.30
3.447	-0.17	0.29
3.448	-0.15	0.28
3.449	-0.13	0.27
3.45	-0.13	0.27
3.451	-0.13	0.27
3.452	-0.12	0.28
3.453	-0.12	0.28
3.454	-0.12	0.29
3.455	-0.11	0.29
3.456	-0.07	0.29
3.457	-0.03	0.29
3.458	0.01	0.29
3.459	0.05	0.29
3.46	0.08	0.29
3.461	0.06	0.29
3.462	0.04	0.28
3.463	0.02	0.28
3.464	-0.01	0.27
3.465	-0.04	0.27
3.466	-0.07	0.27
3.467	-0.12	0.27
3.468	-0.12	0.27
3.469	-0.14	0.28
3.47	-0.17	0.28
3.471	-0.18	0.28
3.472	-0.19	0.27
3.473	-0.21	0.27
3.474	-0.23	0.27
3.475	-0.24	0.27
3.476	-0.26	0.27
3.477	-0.29	0.28
3.478	-0.32	0.29
3.479	-0.38	0.30
3.48	-0.40	0.31
3.481	-0.36	0.30
3.482	-0.33	0.29
3.483	-0.29	0.28
3.484	-0.25	0.27
3.485	-0.22	0.27
3.486	-0.20	0.27
3.487	-0.18	0.28
3.488	-0.16	0.28
3.489	-0.14	0.29
3.49	-0.13	0.30
3.491	-0.13	0.30
3.492	-0.15	0.30
3.493	-0.17	0.30
3.494	-0.19	0.30
3.495	-0.21	0.31
3.496	-0.20	0.30
3.497	-0.19	0.30
3.498	-0.19	0.29
3.499	-0.19	0.29
3.5	-0.20	0.29
3.501	-0.15	0.29
3.502	-0.12	0.30
3.503	-0.09	0.30
3.504	-0.06	0.31
3.505	-0.03	0.32
3.506	-0.05	0.31
3.507	-0.07	0.30
3.508	-0.09	0.29
3.509	-0.10	0.29
3.51	-0.12	0.28
3.511	-0.13	0.28
3.512	-0.17	0.28
3.513	-0.17	0.28
3.514	-0.18	0.28
3.515	-0.18	0.28
3.516	-0.18	0.28
3.517	-0.17	0.28
3.518	-0.16	0.27
3.519	-0.14	0.27
3.52	-0.13	0.27
3.521	-0.10	0.28
3.522	-0.08	0.28
3.523	-0.05	0.29
3.524	-0.02	0.30
3.525	0.02	0.31
3.526	0.01	0.31
3.527	0.00	0.32
3.528	0.00	0.32
3.529	0.00	0.33
3.53	-0.02	0.33
3.531	-0.04	0.32
3.532	-0.07	0.31
3.533	-0.10	0.30
3.534	-0.12	0.29
3.535	-0.14	0.28
3.536	-0.16	0.28
3.537	-0.20	0.28
3.538	-0.21	0.29
3.539	-0.24	0.29
3.54	-0.27	0.30
3.541	-0.24	0.29
3.542	-0.21	0.28
3.543	-0.19	0.28
3.544	-0.16	0.27
3.545	-0.13	0.27
3.546	-0.12	0.27
3.547	-0.11	0.28
3.548	-0.10	0.28
3.549	-0.09	0.29
3.55	-0.07	0.30
3.551	-0.05	0.29
3.552	-0.04	0.29
3.553	-0.02	0.29
3.554	-0.01	0.29
3.555	0.00	0.28
3.556	-0.01	0.28
3.557	-0.02	0.28
3.558	-0.01	0.28
3.559	-0.06	0.28
3.56	-0.06	0.27
3.561	-0.08	0.27
3.562	-0.08	0.27
3.563	-0.10	0.27
3.564	-0.11	0.27
3.565	-0.11	0.27
3.566	-0.15	0.27
3.567	-0.17	0.27
3.568	-0.19	0.27
3.569	-0.22	0.28
3.57	-0.25	0.28
3.571	-0.26	0.29
3.572	-0.27	0.29
3.573	-0.29	0.30
3.574	-0.31	0.31
3.575	-0.33	0.32
3.576	-0.30	0.33
3.577	-0.27	0.33
3.578	-0.23	0.33
3.579	-0.20	0.34
3.58	-0.16	0.34
3.581	-0.14	0.33
3.582	-0.11	0.32
3.583	-0.08	0.30
3.584	-0.04	0.29
3.585	0.00	0.29
3.586	-0.02	0.29
3.587	-0.01	0.29
3.588	-0.01	0.29
3.589	0.00	0.29
3.59	0.00	0.30
3.591	-0.01	0.30
3.592	-0.01	0.31
3.593	-0.03	0.32
3.594	-0.04	0.33
3.595	-0.04	0.34
3.596	-0.08	0.32
3.597	-0.10	0.31
3.598	-0.13	0.29
3.599	-0.14	0.28
3.6	-0.17	0.27
3.601	-0.15	0.28
3.602	-0.14	0.28
3.603	-0.14	0.28
3.604	-0.12	0.29
3.605	-0.12	0.29
3.606	-0.13	0.29
3.607	-0.14	0.30
3.608	-0.15	0.30
3.609	-0.16	0.31
3.61	-0.17	0.31
3.611	-0.14	0.31
3.612	-0.12	0.31
3.613	-0.09	0.31
3.614	-0.09	0.30
3.615	-0.05	0.30
3.616	-0.05	0.30
3.617	0.04	0.29
3.618	0.08	0.29
3.619	0.13	0.29
3.62	0.18	0.28
3.621	0.16	0.29
3.622	0.15	0.29
3.623	0.15	0.30
3.624	0.15	0.30
3.625	0.15	0.31
3.626	0.19	0.30
3.627	0.23	0.30
3.628	0.26	0.30
3.629	0.29	0.30
3.63	0.33	0.30
3.631	0.29	0.29
3.632	0.25	0.28
3.633	0.22	0.28
3.634	0.18	0.27
3.635	0.15	0.27
3.636	0.09	0.27
3.637	0.06	0.27
3.638	0.03	0.27
3.639	-0.01	0.27
3.64	-0.05	0.27
3.641	-0.10	0.27
3.642	-0.14	0.27
3.643	-0.17	0.27
3.644	-0.21	0.28
3.645	-0.24	0.28
3.646	-0.22	0.28
3.647	-0.21	0.27
3.648	-0.20	0.27
3.649	-0.19	0.27
3.65	-0.18	0.27
3.651	-0.15	0.27
3.652	-0.13	0.28
3.653	-0.11	0.28
3.654	-0.09	0.28
3.655	-0.07	0.28
3.656	-0.04	0.29
3.657	-0.01	0.29
3.658	0.02	0.29
3.659	0.01	0.29
3.66	0.08	0.29
3.661	0.11	0.30
3.662	0.13	0.30
3.663	0.16	0.31
3.664	0.17	0.31
3.665	0.20	0.32
3.666	0.20	0.31
3.667	0.19	0.30
3.668	0.21	0.29
3.669	0.23	0.29
3.67	0.20	0.28
3.671	0.18	0.28
3.672	0.16	0.28
3.673	0.13	0.27
3.674	0.11	0.27
3.675	0.09	0.27
3.676	0.05	0.27
3.677	0.01	0.27
3.678	-0.04	0.28
3.679	-0.09	0.28
3.68	-0.13	0.28
3.681	-0.15	0.28
3.682	-0.14	0.28
3.683	-0.14	0.27
3.684	-0.16	0.27
3.685	-0.17	0.27
3.686	-0.19	0.27
3.687	-0.22	0.28
3.688	-0.24	0.28
3.689	-0.26	0.29
3.69	-0.28	0.29
3.691	-0.26	0.29
3.692	-0.25	0.29
3.693	-0.23	0.28
3.694	-0.22	0.28
3.695	-0.20	0.28
3.696	-0.21	0.28
3.697	-0.20	0.28
3.698	-0.20	0.28
3.699	-0.20	0.28
3.7	-0.20	0.29
3.701	-0.19	0.28
3.702	-0.19	0.28
3.703	-0.15	0.28
3.704	-0.13	0.28
3.705	-0.10	0.28
3.706	-0.07	0.28
3.707	-0.04	0.28
3.708	-0.02	0.29
3.709	0.01	0.29
3.71	0.04	0.29
3.711	0.04	0.29
3.712	0.05	0.30
3.713	0.04	0.31
3.714	0.04	0.31
3.715	0.04	0.32
3.716	-0.01	0.32
3.717	-0.05	0.32
3.718	-0.10	0.32
3.719	-0.15	0.32
3.72	-0.21	0.32
3.721	-0.20	0.31
3.722	-0.21	0.30
3.723	-0.21	0.29
3.724	-0.22	0.28
3.725	-0.22	0.27
3.726	-0.22	0.28
3.727	-0.21	0.29
3.728	-0.20	0.30
3.729	-0.19	0.32
3.73	-0.18	0.34
3.731	-0.19	0.32
3.732	-0.20	0.31
3.733	-0.19	0.30
3.734	-0.20	0.29
3.735	-0.20	0.28
3.736	-0.19	0.28
3.737	-0.20	0.28
3.738	-0.20	0.28
3.739	-0.20	0.28
3.74	-0.21	0.28
3.741	-0.17	0.28
3.742	-0.13	0.29
3.743	-0.10	0.29
3.744	-0.08	0.30
3.745	-0.03	0.30
3.746	-0.03	0.31
3.747	-0.01	0.31
3.748	0.02	0.31
3.749	0.05	0.31
3.75	0.05	0.31
3.751	0.04	0.31
3.752	-0.02	0.31
3.753	0.00	0.30
3.754	-0.02	0.30
3.755	-0.04	0.30
3.756	-0.06	0.29
3.757	-0.11	0.29
3.758	-0.15	0.28
3.759	-0.19	0.28
3.76	-0.21	0.28
3.761	-0.23	0.28
3.762	-0.24	0.29
3.763	-0.25	0.29
3.764	-0.26	0.30
3.765	-0.28	0.30
3.766	-0.26	0.30
3.767	-0.24	0.30
3.768	-0.22	0.30
3.769	-0.21	0.29
3.77	-0.17	0.29
3.771	-0.15	0.30
3.772	-0.13	0.30
3.773	-0.09	0.31
3.774	-0.06	0.31
3.775	-0.03	0.32
3.776	-0.05	0.32
3.777	-0.07	0.31
3.778	-0.09	0.31
3.779	-0.11	0.30
3.78	-0.13	0.30
3.781	-0.15	0.30
3.782	-0.16	0.30
3.783	-0.17	0.30
3.784	-0.18	0.31
3.785	-0.18	0.31
3.786	-0.17	0.30
3.787	-0.16	0.30
3.788	-0.15	0.30
3.789	-0.14	0.30
3.79	-0.13	0.29
3.791	-0.08	0.31
3.792	-0.04	0.32
3.793	-0.01	0.33
3.794	0.03	0.34
3.795	0.07	0.35
3.796	0.04	0.33
3.797	0.00	0.31
3.798	-0.01	0.30
3.799	-0.08	0.28
3.8	-0.12	0.27
3.801	-0.11	0.28
3.802	-0.10	0.28
3.803	-0.10	0.28
3.804	-0.09	0.28
3.805	-0.07	0.28
3.806	-0.09	0.28
3.807	-0.10	0.28
3.808	-0.12	0.28
3.809	-0.14	0.28
3.81	-0.16	0.27
3.811	-0.17	0.28
3.812	-0.18	0.28
3.813	-0.19	0.28
3.814	-0.21	0.28
3.815	-0.23	0.28
3.816	-0.22	0.29
3.817	-0.18	0.31
3.818	-0.17	0.32
3.819	-0.14	0.34
3.82	-0.11	0.36
3.821	-0.08	0.35
3.822	-0.05	0.33
3.823	-0.03	0.32
3.824	-0.01	0.31
3.825	0.02	0.29
3.826	0.03	0.31
3.827	0.02	0.32
3.828	0.01	0.33
3.829	0.00	0.35
3.83	0.00	0.37
3.831	-0.04	0.34
3.832	-0.08	0.32
3.833	-0.10	0.31
3.834	-0.16	0.29
3.835	-0.19	0.28
3.836	-0.21	0.29
3.837	-0.22	0.29
3.838	-0.25	0.29
3.839	-0.27	0.30
3.84	-0.30	0.30
3.841	-0.28	0.30
3.842	-0.27	0.30
3.843	-0.27	0.31
3.844	-0.26	0.31
3.845	-0.25	0.31
3.846	-0.24	0.31
3.847	-0.21	0.32
3.848	-0.20	0.32
3.849	-0.18	0.32
3.85	-0.17	0.32
3.851	-0.17	0.32
3.852	-0.18	0.31
3.853	-0.18	0.31
3.854	-0.18	0.31
3.855	-0.19	0.31
3.856	-0.20	0.30
3.857	-0.21	0.30
3.858	-0.22	0.30
3.859	-0.24	0.29
3.86	-0.26	0.29
3.861	-0.20	0.29
3.862	-0.16	0.30
3.863	-0.12	0.31
3.864	-0.07	0.31
3.865	-0.02	0.32
3.866	0.00	0.32
3.867	0.03	0.32
3.868	0.04	0.32
3.869	0.07	0.33
3.87	0.10	0.33
3.871	0.08	0.32
3.872	0.06	0.32
3.873	0.04	0.31
3.874	0.03	0.30
3.875	0.01	0.30
3.876	-0.02	0.29
3.877	-0.06	0.29
3.878	-0.10	0.28
3.879	-0.13	0.29
3.88	-0.17	0.28
3.881	-0.19	0.29
3.882	-0.21	0.29
3.883	-0.23	0.30
3.884	-0.24	0.30
3.885	-0.26	0.31
3.886	-0.26	0.31
3.887	-0.26	0.31
3.888	-0.26	0.31
3.889	-0.27	0.31
3.89	-0.27	0.31
3.891	-0.25	0.31
3.892	-0.24	0.31
3.893	-0.22	0.32
3.894	-0.20	0.32
3.895	-0.18	0.33
3.896	-0.19	0.32
3.897	-0.16	0.31
3.898	-0.18	0.30
3.899	-0.17	0.30
3.9	-0.17	0.29
3.901	-0.17	0.29
3.902	-0.18	0.29
3.903	-0.19	0.29
3.904	-0.20	0.29
3.905	-0.23	0.29
3.906	-0.22	0.28
3.907	-0.21	0.28
3.908	-0.21	0.28
3.909	-0.21	0.28
3.91	-0.20	0.28
3.911	-0.16	0.28
3.912	-0.13	0.28
3.913	-0.09	0.28
3.914	-0.03	0.29
3.915	0.01	0.29
3.916	-0.01	0.28
3.917	-0.01	0.28
3.918	0.02	0.28
3.919	0.00	0.29
3.92	-0.01	0.29
3.921	-0.05	0.29
3.922	-0.09	0.29
3.923	-0.13	0.29
3.924	-0.17	0.29
3.925	-0.20	0.29
3.926	-0.22	0.29
3.927	-0.21	0.29
3.928	-0.19	0.29
3.929	-0.20	0.29
3.93	-0.21	0.29
3.931	-0.25	0.29
3.932	-0.22	0.29
3.933	-0.23	0.29
3.934	-0.23	0.29
3.935	-0.22	0.29
3.936	-0.22	0.30
3.937	-0.21	0.30
3.938	-0.21	0.31
3.939	-0.21	0.32
3.94	-0.21	0.32
3.941	-0.19	0.33
3.942	-0.17	0.33
3.943	-0.15	0.34
3.944	-0.13	0.34
3.945	-0.12	0.35
3.946	-0.10	0.33
3.947	-0.10	0.32
3.948	-0.09	0.30
3.949	-0.08	0.29
3.95	-0.10	0.29
3.951	-0.15	0.28
3.952	-0.13	0.29
3.953	-0.15	0.29
3.954	-0.17	0.29
3.955	-0.19	0.29
3.956	-0.20	0.29
3.957	-0.22	0.29
3.958	-0.23	0.29
3.959	-0.26	0.29
3.96	-0.29	0.29
3.961	-0.24	0.29
3.962	-0.22	0.29
3.963	-0.19	0.29
3.964	-0.17	0.29
3.965	-0.14	0.29
3.966	-0.14	0.28
3.967	-0.14	0.28
3.968	-0.14	0.28
3.969	-0.14	0.28
3.97	-0.14	0.28
3.971	-0.14	0.28
3.972	-0.13	0.28
3.973	-0.16	0.28
3.974	-0.16	0.28
3.975	-0.13	0.29
3.976	-0.13	0.29
3.977	-0.12	0.29
3.978	-0.11	0.29
3.979	-0.10	0.30
3.98	-0.09	0.30
3.981	-0.08	0.30
3.982	-0.16	0.29
3.983	-0.14	0.29
3.984	-0.15	0.29
3.985	-0.10	0.30
3.986	-0.08	0.29
3.987	-0.07	0.29
3.988	-0.04	0.28
3.989	-0.03	0.28
3.99	0.00	0.27
3.991	0.02	0.28
3.992	0.04	0.30
3.993	0.06	0.31
3.994	0.08	0.33
3.995	0.10	0.35
3.996	0.10	0.34
3.997	0.10	0.34
3.998	0.08	0.33
3.999	0.08	0.32
4	0.08	0.31
4.001	0.05	0.31
4.002	0.08	0.32
4.003	0.01	0.31
4.004	0.01	0.31
4.005	-0.07	0.30
4.006	-0.06	0.30
4.007	-0.07	0.30
4.008	-0.08	0.31
4.009	-0.09	0.31
4.01	-0.09	0.31
4.011	-0.12	0.30
4.012	-0.14	0.30
4.013	-0.18	0.29
4.014	-0.21	0.28
4.015	-0.23	0.28
4.016	-0.28	0.29
4.017	-0.29	0.30
4.018	-0.31	0.32
4.019	-0.32	0.34
4.02	-0.34	0.37
4.021	-0.27	0.37
4.022	-0.20	0.37
4.023	-0.09	0.37
4.024	-0.02	0.38
4.025	0.04	0.38
4.026	0.03	0.36
4.027	-0.03	0.35
4.028	-0.04	0.33
4.029	-0.07	0.32
4.03	-0.10	0.31
4.031	-0.10	0.31
4.032	-0.10	0.31
4.033	-0.11	0.31
4.034	-0.12	0.31
4.035	-0.12	0.31
4.036	-0.11	0.31
4.037	-0.13	0.30
4.038	-0.09	0.31
4.039	-0.09	0.31
4.04	-0.06	0.31
4.041	-0.07	0.32
4.042	-0.08	0.32
4.043	-0.07	0.32
4.044	-0.06	0.32
4.045	-0.06	0.32
4.046	-0.04	0.33
4.047	-0.07	0.32
4.048	-0.07	0.32
4.049	-0.07	0.32
4.05	-0.06	0.32
4.051	-0.10	0.31
4.052	-0.04	0.32
4.053	-0.03	0.31
4.054	-0.02	0.32
4.055	-0.02	0.32
4.056	-0.02	0.31
4.057	-0.02	0.31
4.058	-0.03	0.31
4.059	-0.02	0.31
4.06	-0.05	0.30
4.061	-0.04	0.31
4.062	-0.05	0.31
4.063	-0.07	0.31
4.064	-0.08	0.31
4.065	-0.09	0.31
4.066	-0.10	0.31
4.067	-0.11	0.31
4.068	-0.13	0.31
4.069	-0.14	0.31
4.07	-0.15	0.31
4.071	-0.16	0.30
4.072	-0.15	0.30
4.073	-0.15	0.29
4.074	-0.17	0.29
4.075	-0.15	0.29
4.076	-0.18	0.29
4.077	-0.13	0.30
4.078	-0.13	0.30
4.079	-0.11	0.31
4.08	-0.11	0.32
4.081	-0.13	0.32
4.082	-0.15	0.32
4.083	-0.17	0.32
4.084	-0.16	0.32
4.085	-0.20	0.32
4.086	-0.17	0.32
4.087	-0.15	0.31
4.088	-0.13	0.31
4.089	-0.10	0.31
4.09	-0.09	0.30
4.091	-0.09	0.30
4.092	-0.11	0.31
4.093	-0.13	0.31
4.094	-0.14	0.31
4.095	-0.16	0.31
4.096	-0.19	0.31
4.097	-0.20	0.32
4.098	-0.22	0.33
4.099	-0.24	0.34
4.1	-0.25	0.34
4.101	-0.24	0.34
4.102	-0.24	0.33
4.103	-0.26	0.32
4.104	-0.26	0.32
4.105	-0.23	0.31
4.106	-0.24	0.31
4.107	-0.23	0.31
4.108	-0.25	0.31
4.109	-0.23	0.31
4.11	-0.23	0.30
4.111	-0.21	0.30
4.112	-0.21	0.30
4.113	-0.23	0.30
4.114	-0.25	0.29
4.115	-0.27	0.29
4.116	-0.26	0.29
4.117	-0.30	0.29
4.118	-0.29	0.29
4.119	-0.29	0.29
4.12	-0.24	0.29
4.121	-0.23	0.29
4.122	-0.21	0.30
4.123	-0.18	0.30
4.124	-0.16	0.30
4.125	-0.14	0.31
4.126	-0.19	0.32
4.127	-0.23	0.33
4.128	-0.27	0.34
4.129	-0.30	0.35
4.13	-0.33	0.36
4.131	-0.29	0.35
4.132	-0.26	0.34
4.133	-0.26	0.33
4.134	-0.24	0.32
4.135	-0.21	0.31
4.136	-0.22	0.31
4.137	-0.22	0.31
4.138	-0.23	0.30
4.139	-0.24	0.30
4.14	-0.26	0.30
4.141	-0.24	0.31
4.142	-0.23	0.31
4.143	-0.21	0.31
4.144	-0.21	0.31
4.145	-0.20	0.31
4.146	-0.17	0.31
4.147	-0.14	0.30
4.148	-0.11	0.30
4.149	-0.08	0.30
4.15	-0.05	0.30
4.151	-0.05	0.30
4.152	-0.04	0.30
4.153	-0.04	0.31
4.154	-0.03	0.31
4.155	-0.03	0.31
4.156	-0.07	0.31
4.157	-0.09	0.31
4.158	-0.12	0.31
4.159	-0.14	0.31
4.16	-0.17	0.30
4.161	-0.19	0.30
4.162	-0.18	0.30
4.163	-0.18	0.30
4.164	-0.18	0.29
4.165	-0.18	0.29
4.166	-0.16	0.30
4.167	-0.16	0.31
4.168	-0.15	0.31
4.169	-0.15	0.32
4.17	-0.14	0.33
4.171	-0.15	0.32
4.172	-0.16	0.32
4.173	-0.19	0.31
4.174	-0.20	0.31
4.175	-0.24	0.30
4.176	-0.22	0.30
4.177	-0.23	0.30
4.178	-0.26	0.29
4.179	-0.24	0.29
4.18	-0.22	0.30
4.181	-0.21	0.29
4.182	-0.20	0.29
4.183	-0.19	0.29
4.184	-0.18	0.29
4.185	-0.18	0.29
4.186	-0.19	0.29
4.187	-0.21	0.29
4.188	-0.23	0.29
4.189	-0.25	0.29
4.19	-0.27	0.29
4.191	-0.26	0.29
4.192	-0.25	0.29
4.193	-0.25	0.30
4.194	-0.24	0.30
4.195	-0.23	0.30
4.196	-0.24	0.31
4.197	-0.24	0.31
4.198	-0.24	0.31
4.199	-0.25	0.31
4.2	-0.18	0.31
4.201	-0.18	0.31
4.202	-0.19	0.31
4.203	-0.19	0.31
4.204	-0.19	0.30
4.205	-0.15	0.30
4.206	-0.18	0.31
4.207	-0.17	0.31
4.208	-0.15	0.31
4.209	-0.15	0.31
4.21	-0.14	0.31
4.211	-0.18	0.31
4.212	-0.20	0.30
4.213	-0.23	0.30
4.214	-0.23	0.29
4.215	-0.26	0.29
4.216	-0.28	0.29
4.217	-0.29	0.29
4.218	-0.31	0.29
4.219	-0.32	0.28
4.22	-0.33	0.28
4.221	-0.31	0.28
4.222	-0.30	0.28
4.223	-0.27	0.29
4.224	-0.25	0.29
4.225	-0.24	0.29
4.226	-0.24	0.28
4.227	-0.23	0.29
4.228	-0.22	0.29
4.229	-0.19	0.29
4.23	-0.19	0.29
4.231	-0.18	0.29
4.232	-0.17	0.29
4.233	-0.17	0.29
4.234	-0.16	0.30
4.235	-0.17	0.30
4.236	-0.19	0.30
4.237	-0.19	0.29
4.238	-0.21	0.29
4.239	-0.22	0.29
4.24	-0.23	0.29
4.241	-0.22	0.30
4.242	-0.21	0.31
4.243	-0.19	0.31
4.244	-0.19	0.32
4.245	-0.20	0.33
4.246	-0.16	0.33
4.247	-0.13	0.32
4.248	-0.11	0.32
4.249	-0.08	0.31
4.25	-0.05	0.30
4.251	-0.06	0.32
4.252	-0.06	0.34
4.253	-0.06	0.35
4.254	-0.08	0.36
4.255	-0.06	0.39
4.256	-0.07	0.37
4.257	-0.06	0.34
4.258	-0.11	0.33
4.259	-0.13	0.31
4.26	-0.17	0.29
4.261	-0.16	0.30
4.262	-0.16	0.31
4.263	-0.14	0.31
4.264	-0.13	0.31
4.265	-0.11	0.32
4.266	-0.14	0.31
4.267	-0.19	0.30
4.268	-0.23	0.30
4.269	-0.28	0.29
4.27	-0.31	0.29
4.271	-0.30	0.30
4.272	-0.28	0.32
4.273	-0.26	0.33
4.274	-0.23	0.35
4.275	-0.21	0.38
4.276	-0.20	0.36
4.277	-0.18	0.35
4.278	-0.17	0.33
4.279	-0.17	0.32
4.28	-0.13	0.30
4.281	-0.14	0.30
4.282	-0.14	0.31
4.283	-0.15	0.31
4.284	-0.16	0.31
4.285	-0.17	0.31
4.286	-0.19	0.31
4.287	-0.18	0.31
4.288	-0.16	0.31
4.289	-0.16	0.31
4.29	-0.14	0.30
4.291	-0.17	0.30
4.292	-0.18	0.30
4.293	-0.20	0.29
4.294	-0.20	0.29
4.295	-0.23	0.28
4.296	-0.19	0.29
4.297	-0.17	0.29
4.298	-0.15	0.29
4.299	-0.16	0.29
4.3	-0.12	0.30
4.301	-0.18	0.29
4.302	-0.16	0.29
4.303	-0.19	0.29
4.304	-0.20	0.30
4.305	-0.22	0.30
4.306	-0.23	0.31
4.307	-0.24	0.31
4.308	-0.26	0.32
4.309	-0.27	0.32
4.31	-0.28	0.33
4.311	-0.26	0.33
4.312	-0.25	0.33
4.313	-0.25	0.33
4.314	-0.24	0.33
4.315	-0.21	0.33
4.316	-0.25	0.32
4.317	-0.27	0.32
4.318	-0.29	0.32
4.319	-0.31	0.32
4.32	-0.35	0.31
4.321	-0.35	0.31
4.322	-0.37	0.31
4.323	-0.36	0.31
4.324	-0.35	0.31
4.325	-0.35	0.31
4.326	-0.34	0.31
4.327	-0.33	0.31
4.328	-0.32	0.31
4.329	-0.31	0.31
4.33	-0.29	0.31
4.331	-0.30	0.31
4.332	-0.31	0.31
4.333	-0.30	0.32
4.334	-0.33	0.32
4.335	-0.33	0.31
4.336	-0.33	0.31
4.337	-0.32	0.31
4.338	-0.34	0.30
4.339	-0.30	0.29
4.34	-0.31	0.29
4.341	-0.30	0.29
4.342	-0.29	0.29
4.343	-0.30	0.29
4.344	-0.33	0.28
4.345	-0.29	0.29
4.346	-0.31	0.29
4.347	-0.33	0.30
4.348	-0.34	0.30
4.349	-0.35	0.31
4.35	-0.36	0.31
4.351	-0.33	0.30
4.352	-0.30	0.29
4.353	-0.27	0.29
4.354	-0.24	0.28
4.355	-0.22	0.28
4.356	-0.16	0.28
4.357	-0.17	0.28
4.358	-0.14	0.28
4.359	-0.11	0.28
4.36	-0.10	0.27
4.361	-0.11	0.27
4.362	-0.10	0.28
4.363	-0.10	0.28
4.364	-0.11	0.28
4.365	-0.12	0.28
4.366	-0.14	0.28
4.367	-0.17	0.27
4.368	-0.19	0.27
4.369	-0.21	0.27
4.37	-0.24	0.27
4.371	-0.25	0.27
4.372	-0.26	0.27
4.373	-0.26	0.27
4.374	-0.27	0.27
4.375	-0.29	0.27
4.376	-0.28	0.27
4.377	-0.27	0.28
4.378	-0.25	0.28
4.379	-0.23	0.28
4.38	-0.19	0.29
4.381	-0.22	0.29
4.382	-0.25	0.30
4.383	-0.29	0.30
4.384	-0.32	0.31
4.385	-0.36	0.31
4.386	-0.32	0.30
4.387	-0.29	0.29
4.388	-0.25	0.29
4.389	-0.22	0.28
4.39	-0.19	0.27
4.391	-0.18	0.27
4.392	-0.18	0.27
4.393	-0.20	0.27
4.394	-0.19	0.27
4.395	-0.19	0.27
4.396	-0.21	0.27
4.397	-0.24	0.27
4.398	-0.26	0.27
4.399	-0.28	0.27
4.4	-0.31	0.27
4.401	-0.26	0.28
4.402	-0.30	0.28
4.403	-0.30	0.28
4.404	-0.27	0.28
4.405	-0.28	0.28
4.406	-0.28	0.28
4.407	-0.29	0.28
4.408	-0.28	0.28
4.409	-0.28	0.29
4.41	-0.29	0.29
4.411	-0.22	0.29
4.412	-0.20	0.30
4.413	-0.16	0.31
4.414	-0.12	0.31
4.415	-0.08	0.32
4.416	-0.12	0.32
4.417	-0.17	0.31
4.418	-0.22	0.31
4.419	-0.26	0.31
4.42	-0.29	0.30
4.421	-0.32	0.30
4.422	-0.34	0.30
4.423	-0.36	0.30
4.424	-0.35	0.29
4.425	-0.35	0.30
4.426	-0.38	0.29
4.427	-0.36	0.28
4.428	-0.33	0.28
4.429	-0.31	0.28
4.43	-0.30	0.28
4.431	-0.31	0.29
4.432	-0.30	0.30
4.433	-0.29	0.32
4.434	-0.30	0.34
4.435	-0.29	0.37
4.436	-0.26	0.34
4.437	-0.23	0.32
4.438	-0.20	0.30
4.439	-0.17	0.28
4.44	-0.15	0.27
4.441	-0.16	0.28
4.442	-0.20	0.29
4.443	-0.25	0.30
4.444	-0.26	0.32
4.445	-0.29	0.33
4.446	-0.23	0.33
4.447	-0.26	0.32
4.448	-0.25	0.31
4.449	-0.24	0.31
4.45	-0.24	0.30
4.451	-0.26	0.30
4.452	-0.29	0.31
4.453	-0.30	0.31
4.454	-0.33	0.32
4.455	-0.35	0.32
4.456	-0.34	0.32
4.457	-0.35	0.32
4.458	-0.36	0.31
4.459	-0.37	0.31
4.46	-0.37	0.31
4.461	-0.36	0.30
4.462	-0.36	0.30
4.463	-0.36	0.30
4.464	-0.35	0.29
4.465	-0.34	0.29
4.466	-0.34	0.29
4.467	-0.34	0.28
4.468	-0.34	0.28
4.469	-0.29	0.29
4.47	-0.34	0.28
4.471	-0.29	0.29
4.472	-0.27	0.29
4.473	-0.25	0.29
4.474	-0.23	0.29
4.475	-0.21	0.30
4.476	-0.22	0.30
4.477	-0.22	0.30
4.478	-0.23	0.31
4.479	-0.23	0.31
4.48	-0.25	0.31
4.481	-0.25	0.31
4.482	-0.25	0.30
4.483	-0.25	0.30
4.484	-0.25	0.29
4.485	-0.25	0.29
4.486	-0.22	0.29
4.487	-0.18	0.28
4.488	-0.15	0.28
4.489	-0.11	0.28
4.49	-0.07	0.28
4.491	-0.07	0.28
4.492	-0.04	0.28
4.493	-0.07	0.27
4.494	-0.01	0.27
4.495	0.01	0.28
4.496	-0.03	0.28
4.497	-0.06	0.28
4.498	-0.10	0.28
4.499	-0.13	0.28
4.5	-0.16	0.28
4.501	-0.17	0.28
4.502	-0.17	0.29
4.503	-0.18	0.29
4.504	-0.18	0.29
4.505	-0.19	0.29
4.506	-0.21	0.29
4.507	-0.24	0.29
4.508	-0.19	0.29
4.509	-0.27	0.28
4.51	-0.32	0.28
4.511	-0.33	0.28
4.512	-0.24	0.30
4.513	-0.29	0.29
4.514	-0.27	0.29
4.515	-0.29	0.28
4.516	-0.28	0.29
4.517	-0.30	0.29
4.518	-0.32	0.29
4.519	-0.34	0.30
4.52	-0.35	0.30
4.521	-0.35	0.30
4.522	-0.36	0.29
4.523	-0.34	0.28
4.524	-0.33	0.29
4.525	-0.32	0.29
4.526	-0.30	0.29
4.527	-0.28	0.29
