% Supplement to Berends, C. J., de Boer, B., and van de Wal, R. S. W.: Reconstructing 
% the Evolution of Ice Sheets, Sea Level and Atmospheric CO2 During the Past 
% 3.6 Million Years, Clim. Past Discuss., https://doi.org/10.5194/cp-2020-52, in review, 2020
%
% Results from three separate simulations of the last 3.6 Myr with the hybrid ice-sheet - climate model.
%
% SL   = Global mean sea-level (m w.r.t. PD)
% pCO2 = Atmospheric CO2 concentration (ppmv)
%
% Time (kyr ago)    SL   SL_lower   SL_upper     pCO2   pCO2_lower   pCO2_upper
-1334.0         -46.12     -52.24     -36.36     223.03     218.07       224.97
-1333.9         -46.26     -52.34     -36.53     223.45     218.44       225.38
-1333.8         -46.40     -52.45     -36.70     223.83     218.77       225.78
-1333.7         -46.54     -52.54     -36.88     224.13     219.01       226.05
-1333.6         -46.68     -52.64     -37.04     224.47     219.36       226.42
-1333.5         -46.81     -52.73     -37.22     224.87     219.69       226.82
-1333.4         -46.95     -52.83     -37.40     225.22     220.05       227.21
-1333.3         -47.08     -52.92     -37.58     225.60     220.39       227.60
-1333.2         -47.21     -53.01     -37.75     225.98     220.75       227.98
-1333.1         -47.33     -53.10     -37.93     226.21     220.97       228.26
-1333.0         -47.45     -53.19     -38.10     226.56     221.31       228.64
-1332.9         -47.55     -53.27     -38.26     226.94     221.65       229.04
-1332.8         -47.65     -53.34     -38.42     227.12     221.83       229.29
-1332.7         -47.75     -53.41     -38.59     227.47     222.15       229.68
-1332.6         -47.85     -53.48     -38.76     227.69     222.33       229.93
-1332.5         -47.95     -53.55     -38.93     228.01     222.63       230.31
-1332.4         -48.04     -53.61     -39.10     228.23     222.82       230.57
-1332.3         -48.13     -53.67     -39.26     228.53     223.12       230.96
-1332.2         -48.22     -53.73     -39.42     228.72     223.29       231.17
-1332.1         -48.30     -53.78     -39.57     229.04     223.60       231.53
-1332.0         -48.37     -53.84     -39.72     229.22     223.77       231.78
-1331.9         -48.44     -53.88     -39.85     229.43     223.94       232.00
-1331.8         -48.51     -53.91     -39.99     229.71     224.22       232.33
-1331.7         -48.57     -53.96     -40.12     229.88     224.37       232.55
-1331.6         -48.62     -53.99     -40.24     230.03     224.53       232.76
-1331.5         -48.68     -54.02     -40.36     230.32     224.79       233.10
-1331.4         -48.73     -54.06     -40.49     230.51     224.96       233.32
-1331.3         -48.77     -54.09     -40.60     230.55     225.00       233.40
-1331.2         -48.82     -54.12     -40.71     230.73     225.17       233.62
-1331.1         -48.87     -54.15     -40.82     230.81     225.19       233.72
-1331.0         -48.91     -54.17     -40.94     231.00     225.39       233.95
-1330.9         -48.94     -54.17     -41.04     231.06     225.39       234.05
-1330.8         -48.96     -54.16     -41.13     231.11     225.41       234.13
-1330.7         -48.99     -54.17     -41.22     231.04     225.32       234.10
-1330.6         -49.02     -54.16     -41.31     231.10     225.37       234.19
-1330.5         -49.03     -54.17     -41.41     231.03     225.24       234.20
-1330.4         -49.05     -54.17     -41.50     230.97     225.19       234.16
-1330.3         -49.08     -54.18     -41.59     231.05     225.25       234.26
-1330.2         -49.09     -54.18     -41.68     231.00     225.16       234.27
-1330.1         -49.11     -54.17     -41.77     230.98     225.11       234.26
-1330.0         -49.12     -54.17     -41.85     230.94     225.04       234.26
-1329.9         -49.12     -54.16     -41.93     230.90     224.98       234.25
-1329.8         -49.12     -54.14     -41.99     230.85     224.90       234.24
-1329.7         -49.13     -54.11     -42.06     230.69     224.69       234.12
-1329.6         -49.14     -54.09     -42.12     230.66     224.62       234.10
-1329.5         -49.13     -54.07     -42.18     230.62     224.55       234.12
-1329.4         -49.12     -54.05     -42.24     230.46     224.37       233.99
-1329.3         -49.11     -54.03     -42.30     230.41     224.31       234.00
-1329.2         -49.11     -54.02     -42.36     230.41     224.27       234.04
-1329.1         -49.11     -54.01     -42.42     230.38     224.25       234.06
-1329.0         -49.11     -54.00     -42.48     230.48     224.32       234.23
-1328.9         -49.08     -53.96     -42.53     230.43     224.24       234.21
-1328.8         -49.05     -53.89     -42.57     230.35     224.14       234.18
-1328.7         -49.01     -53.83     -42.60     230.40     224.18       234.29
-1328.6         -48.94     -53.76     -42.63     230.40     224.18       234.41
-1328.5         -48.87     -53.68     -42.67     230.41     224.18       234.53
-1328.4         -48.79     -53.59     -42.70     230.29     224.02       234.53
-1328.3         -48.71     -53.50     -42.72     230.34     224.01       234.65
-1328.2         -48.62     -53.41     -42.74     230.32     224.02       234.75
-1328.1         -48.48     -53.32     -42.75     230.29     224.01       234.84
-1328.0         -48.38     -53.23     -42.76     230.32     224.02       234.95
-1327.9         -48.30     -53.17     -42.75     230.34     224.06       235.02
-1327.8         -48.19     -53.10     -42.75     230.35     224.11       235.11
-1327.7         -48.06     -53.02     -42.73     230.46     224.26       235.31
-1327.6         -47.91     -52.92     -42.70     230.42     224.25       235.36
-1327.5         -47.74     -52.81     -42.67     230.38     224.23       235.42
-1327.4         -47.58     -52.70     -42.62     230.49     224.34       235.59
-1327.3         -47.47     -52.59     -42.57     230.51     224.32       235.65
-1327.2         -47.36     -52.45     -42.54     230.53     224.27       235.69
-1327.1         -47.27     -52.34     -42.49     230.66     224.39       235.84
-1327.0         -47.16     -52.24     -42.44     230.68     224.37       235.87
-1326.9         -47.02     -52.13     -42.37     230.74     224.49       235.94
-1326.8         -46.87     -52.02     -42.32     230.68     224.48       236.01
-1326.7         -46.70     -51.91     -42.27     230.74     224.63       236.20
-1326.6         -46.53     -51.79     -42.21     230.68     224.61       236.24
-1326.5         -46.35     -51.66     -42.15     230.73     224.69       236.40
-1326.4         -46.19     -51.55     -42.09     230.78     224.81       236.55
-1326.3         -46.03     -51.45     -42.03     230.84     224.92       236.72
-1326.2         -45.87     -51.35     -41.98     230.93     225.04       236.89
-1326.1         -45.73     -51.25     -41.92     231.03     225.14       237.06
-1326.0         -45.60     -51.16     -41.87     231.11     225.25       237.23
-1325.9         -45.45     -51.06     -41.80     231.13     225.37       237.37
-1325.8         -45.30     -50.98     -41.73     231.19     225.51       237.52
-1325.7         -45.16     -50.87     -41.65     231.36     225.73       237.80
-1325.6         -45.00     -50.73     -41.57     231.37     225.78       237.93
-1325.5         -44.84     -50.61     -41.50     231.57     225.97       238.22
-1325.4         -44.70     -50.50     -41.43     231.63     226.06       238.39
-1325.3         -44.57     -50.37     -41.36     231.81     226.21       238.65
-1325.2         -44.44     -50.23     -41.28     231.89     226.28       238.78
-1325.1         -44.32     -50.12     -41.20     231.95     226.35       238.92
-1325.0         -44.19     -50.00     -41.13     232.07     226.52       239.20
-1324.9         -44.07     -49.88     -41.05     232.14     226.52       239.34
-1324.8         -43.96     -49.76     -40.97     232.22     226.57       239.52
-1324.7         -43.85     -49.64     -40.87     232.31     226.60       239.64
-1324.6         -43.74     -49.52     -40.77     232.41     226.65       239.79
-1324.5         -43.65     -49.41     -40.67     232.55     226.71       239.93
-1324.4         -43.55     -49.31     -40.58     232.67     226.76       240.10
-1324.3         -43.48     -49.21     -40.49     232.80     226.84       240.21
-1324.2         -43.39     -49.11     -40.40     232.87     226.93       240.36
-1324.1         -43.30     -49.02     -40.31     233.00     226.98       240.49
-1324.0         -43.23     -48.93     -40.21     232.99     226.98       240.47
-1323.9         -43.14     -48.83     -40.11     233.10     227.01       240.58
-1323.8         -43.07     -48.73     -40.01     233.12     226.94       240.55
-1323.7         -42.99     -48.62     -39.92     233.15     226.91       240.57
-1323.6         -42.91     -48.50     -39.84     233.11     226.84       240.62
-1323.5         -42.82     -48.41     -39.76     233.20     226.90       240.73
-1323.4         -42.74     -48.30     -39.68     233.20     226.83       240.73
-1323.3         -42.66     -48.20     -39.61     233.16     226.77       240.76
-1323.2         -42.59     -48.09     -39.53     233.16     226.69       240.75
-1323.1         -42.52     -48.01     -39.45     233.14     226.69       240.75
-1323.0         -42.45     -47.92     -39.35     233.14     226.65       240.76
-1322.9         -42.37     -47.83     -39.25     233.15     226.61       240.78
-1322.8         -42.28     -47.75     -39.15     233.15     226.62       240.79
-1322.7         -42.20     -47.66     -39.05     233.04     226.51       240.68
-1322.6         -42.13     -47.59     -38.97     233.04     226.51       240.68
-1322.5         -42.06     -47.51     -38.85     233.05     226.56       240.68
-1322.4         -41.99     -47.45     -38.74     233.19     226.71       240.83
-1322.3         -41.92     -47.39     -38.63     233.22     226.76       240.83
-1322.2         -41.87     -47.34     -38.50     233.39     226.93       240.95
-1322.1         -41.81     -47.29     -38.39     233.57     227.13       241.10
-1322.0         -41.77     -47.23     -38.26     233.76     227.28       241.20
-1321.9         -41.72     -47.17     -38.14     233.97     227.46       241.38
-1321.8         -41.67     -47.11     -38.04     234.27     227.77       241.65
-1321.7         -41.62     -47.05     -37.95     234.60     228.06       242.00
-1321.6         -41.56     -47.00     -37.86     234.87     228.38       242.35
-1321.5         -41.49     -46.95     -37.76     235.15     228.70       242.65
-1321.4         -41.42     -46.92     -37.64     235.44     229.02       242.94
-1321.3         -41.35     -46.88     -37.54     235.83     229.46       243.38
-1321.2         -41.27     -46.83     -37.46     236.09     229.78       243.70
-1321.1         -41.21     -46.78     -37.35     236.50     230.20       244.11
-1321.0         -41.13     -46.73     -37.25     236.92     230.62       244.53
-1320.9         -41.04     -46.66     -37.12     237.29     231.04       244.95
-1320.8         -40.94     -46.59     -36.94     237.66     231.46       245.29
-1320.7         -40.85     -46.53     -36.75     238.19     231.98       245.74
-1320.6         -40.73     -46.45     -36.54     238.64     232.48       246.18
-1320.5         -40.61     -46.37     -36.28     238.99     232.87       246.43
-1320.4         -40.49     -46.29     -36.06     239.45     233.38       246.84
-1320.3         -40.37     -46.21     -35.81     239.86     233.86       247.21
-1320.2         -40.22     -46.11     -35.58     240.26     234.34       247.58
-1320.1         -40.09     -46.02     -35.35     240.71     234.80       247.96
-1320.0         -39.94     -45.91     -35.12     241.09     235.26       248.30
-1319.9         -39.80     -45.79     -34.87     241.62     235.80       248.76
-1319.8         -39.68     -45.67     -34.64     242.05     236.22       249.09
-1319.7         -39.51     -45.53     -34.40     242.40     236.61       249.45
-1319.6         -39.31     -45.40     -34.14     242.84     237.11       249.85
-1319.5         -39.13     -45.23     -33.85     243.30     237.60       250.22
-1319.4         -38.94     -45.09     -33.59     243.61     237.97       250.50
-1319.3         -38.75     -44.94     -33.31     244.05     238.45       250.83
